,question,answer,response,mapping,response_answer,flag
219,Baker made 144 cakes. He sold 71 of them. Then he made 111 more cakes.How many more cakes did baker make than those he sold?,184.0,"Baker made 144 cakes originally, sold 71, and then made 111 more. To find out how many more cakes he made than he sold, we need to subtract the number of cakes he sold from the total number of cakes he made: 

144 + 111 - 71 = 184 

Therefore, Baker made 184 cakes in total, which is 113 more than the 71 cakes he sold.",,71.0,1
220,Mary is baking a cake. The recipe calls for 12 cups of flour 5 cups of sugar and 49 cups of salt. She already put in 11 cups of flour.How many more cups of flour does she need to add?,1.0,"The recipe calls for 12 cups of flour, and Mary has already added 11 cups. Therefore, she needs to add 12 - 11 = 1 more cup of flour. The answer is 1.",,1.0,0
221,The Razorback t-shirt shop makes $ 78 dollars off each t-shirt sold. During the Arkansas game and the Texas tech game they sold a total of 186 t-shirts. If they sold 172 t-shirts during the Arkansas gameHow much money did they make from selling the t-shirts during the Texas tech game?,1092.0,"They sold a total of 186 t-shirts and 172 of them were sold during the Arkansas game. So, the remaining t-shirts sold during the Texas tech game would be 186 - 172 = 14. 

Each t-shirt sold makes $78, so to find out how much money they made from selling the t-shirts during the Texas tech game, we need to multiply the number of t-shirts sold by the price per t-shirt: 

14 t-shirts x $78 per t-shirt = $1,092 

Therefore, they made $1,092 from selling the t-shirts during the Texas tech game.",,92.0,1
222,There are 62 different movies and 19 different books in the ' crazy silly school ' series. If you read 4 of the books and watched 34 of the moviesHow many more books do you still have to read?,15.0,"There are 19 books in the series and you have read 4 of them, so you still have to read 19 - 4 = 15 more books.",,15.0,1
223,We ordered some pizzas. Each pizza has 2 slices. If there were a total of 28 slicesHow many pizzas did we order?,14.0,"If each pizza has 2 slices, then the number of pizzas is equal to the total number of slices divided by 2. So, 28 slices divided by 2 slices per pizza equals 14 pizzas. Therefore, we ordered 14 pizzas.",,14.0,1
224,Rebecca wants to split a collection of eggs into groups of 3. Rebecca has 99 bananas 9 eggs and 27 marbles.How many groups will be created?,3.0,"Rebecca only has 9 eggs, so she can only create groups of 3 with those. Therefore, she can create 3 groups of 3 eggs. She cannot create any groups with the bananas or marbles. The answer is 3.",,3.0,0
225,41 children were riding on the bus. At the bus stop some children got off the bus. Then there were 18 children left on the bus.How many more children were on the bus before the bus stop than there are now?,23.0,"Before the bus stop, there were 41 children on the bus. After some got off, there were 18 left. So, there were 41 - 18 = 23 more children on the bus before the bus stop than there are now. The answer is 23.",,23.0,0
226,In Haley's class some boys love to play marbles. Haley gives 2 marbles to each boy. If she had 28 marblesHow many boys did she give the marbles to?,14.0,"If Haley gave 2 marbles to each boy, then the number of boys she gave marbles to is equal to the total number of marbles she had divided by 2. So, the number of boys is 28/2 = 14. Haley gave the marbles to 14 boys.",,14.0,1
227,Matthew had 14 crackers and 21 cakes. If Matthew gave equal numbers of crackers and cakes to his 7 friendsHow many crackers and cakes did each person eat?,5.0,"Matthew had a total of 14 + 21 = 35 snacks.
If he gave equal numbers of crackers and cakes to his 7 friends, each person would get 35 / 7 = 5 snacks.
Therefore, each person would eat 5 crackers and 5 cakes.",,5.0,1
228,Helen the hippo and her friends are preparing for thanksgiving at Helen's house. Helen baked 31 cookies yesterday 270 cookies this morning and 419 cookies the day before yesterday.How many cookies did Helen bake till last night?,450.0,"Helen baked 31 cookies yesterday, 270 cookies this morning, and 419 cookies the day before yesterday. To find out how many cookies Helen baked till last night, we need to add these numbers together: 

31 + 270 + 419 = 720 

Helen baked 720 cookies till last night.",,720.0,1
229,For the walls of the house he would use 4 nails in all to secure large planks of wood. If each plank of wood needs 2 pieces of nails to be securedHow many planks does John need for the house wall?,2.0,"If John uses 4 nails in all to secure large planks of wood, and each plank of wood needs 2 pieces of nails to be secured, then he can secure 4/2 = 2 planks of wood with those 4 nails. Therefore, John needs 2 planks of wood for the house wall.",,2.0,1
230,Danny collects bottle caps and wrappers. He found 30 bottle caps and 14 wrappers at the park. Now he has 7 bottle caps and 86 wrappers in his collection.How many more bottle caps than wrappers did danny find at the park?,16.0,"Danny found 30 bottle caps and 14 wrappers at the park, so he found 30 - 14 = 16 more bottle caps than wrappers.
In his collection now, he has 7 bottle caps and 86 wrappers, so he has 7 - 86 = -79 more bottle caps than wrappers.
Therefore, Danny found 16 more bottle caps than wrappers at the park.",,16.0,1
231,He then went to see the oranges being harvested. He found out that they harvest 8 sacks per day and that each sack containes 35 oranges.How many oranges do they harvest per day?,280.0,"They harvest 8 sacks per day and each sack contains 35 oranges, so they harvest 8 x 35 = 280 oranges per day. The answer is 280.",,280.0,0
232,Edward spent $ 16 to buy books and $ 8 to buy pens. Now he has $ 19.How much more did Edward spend on books than pens?,8.0,"Edward spent a total of $16 + $8 = $24.
He now has $19, so he spent $24 - $19 = $5 more than he has now.
To find out how much more he spent on books than pens, we need to subtract the cost of pens from the cost of books: $16 - $8 = $8.
Therefore, Edward spent $8 on books and $8 - $5 = $3 on pens.
He spent $8 - $3 = $5 more on books than pens.",,5.0,1
233,Emily is making bead necklaces for her friends. Each necklace takes 8 beads and she has 16 beads.How many necklaces can Emily make?,2.0,"Emily has 16 beads and each necklace takes 8 beads. To find out how many necklaces she can make, we need to divide the total number of beads by the number of beads per necklace: 

16 beads ÷ 8 beads per necklace = 2 necklaces 

Emily can make 2 necklaces with the 16 beads she has.",,16.0,1
234,Dan has $ 4. He had $ 3 left with him after he bought a candy bar.How much did the candy bar cost?,1.0,"Dan had $4 before buying the candy bar and $3 left after buying it. So, he spent $4 - $3 = $1 on the candy bar. Therefore, the candy bar cost $1.",,1.0,1
235,Paul got a box of 253 crayons for his birthday. By the end of the school year he had either lost or given away 70 of them.How many crayons did he have left by the end of the school year?,183.0,"Paul had 253 crayons originally, and he lost or gave away 70 of them. So he was left with 253 - 70 = 183 crayons by the end of the school year. The answer is 183.",,183.0,0
236,Helen the hippo and her friends are preparing for thanksgiving at Helen's house. Helen baked 144 chocolate chip cookies and 397 raisin cookies yesterday. And she baked 85 raisin cookies and 403 chocolate chip cookies this morning.How many raisin cookies did Helen bake?,482.0,"Helen baked a total of 144 + 397 + 85 + 403 = 1029 cookies.
To find out how many raisin cookies she baked, we need to subtract the number of chocolate chip cookies from the total number of cookies: 1029 - 403 = 626.
Therefore, Helen baked 626 raisin cookies.",,626.0,1
237,Rachel picked 2 ripe apples from her tree. Now the tree has 7 apples still on it. If 6 of those are ripe and the rest are unripeHow many ripe apples did the tree have to begin with?,8.0,"If Rachel picked 2 ripe apples and there are currently 6 ripe apples on the tree, then the tree originally had 2 + 6 = 8 ripe apples.",,8.0,1
238,An industrial machine made 9 shirts yesterday and 44 shirts today. It can make 3 shirts a minute.How many minutes did the machine work yesterday?,3.0,"The machine made 9 shirts yesterday and 44 shirts today, for a total of 9 + 44 = 53 shirts. If the machine can make 3 shirts a minute, then it must have worked for 53 / 3 = 17.67 minutes yesterday. However, since the machine cannot work for a fraction of a minute, we round up to the nearest whole minute. Therefore, the machine worked for 18 minutes yesterday.",,18.0,1
239,Zachary did 51 push-ups in gym class today. David did 22 more push-ups than Zachary. John did 4 push-ups less than David.How many push-ups did John do?,69.0,"David did 51 + 22 = 73 push-ups.
John did 73 - 4 = 69 push-ups.
Therefore, John did 69 push-ups.",,69.0,1
240,Helen the hippo and her friends are preparing for thanksgiving at Helen's house. Helen baked 519 chocolate chip cookies and 300 raisin cookies yesterday. And she baked 280 raisin cookies and 359 chocolate chip cookies this morning.How many more raisin cookies did Helen bake yesterday compared to today?,20.0,"Helen baked 300 raisin cookies yesterday and 280 raisin cookies today. To find the difference, we can subtract: 

300 - 280 = 20 

Therefore, Helen baked 20 more raisin cookies yesterday compared to today.",,20.0,1
241,"A grocery store had 81 bottles of regular soda, 60 bottles of diet soda and 60 bottles of lite soda.How many more bottles of regular soda did they have than diet soda?",21.0,"The grocery store had 81 bottles of regular soda and 60 bottles of diet soda. To find the difference between the two, we subtract: 

81 - 60 = 21 

Therefore, the grocery store had 21 more bottles of regular soda than diet soda.",,21.0,1
242,Randy has some blocks. He uses 52 blocks to build a tower. If there are 38 blocks leftHow many blocks did he have at the start?,90.0,"Randy used 52 blocks to build a tower and had 38 blocks left, so he must have started with 52 + 38 = 90 blocks. The answer is 90.",,90.0,0
243,Edward had $ 13. He spent some money. Now he has $ 3.How much money did Edward spend?,10.0,"Edward had $13 originally and now has $3, so he must have spent $13 - $3 = $10. The answer is $10.",,10.0,0
244,Ed had 19 more marbles than Doug. Ed lost some of his marbles at the playground. Now Ed has 8 more marbles than doug.How many marbles did Ed lose?,11.0,"Let's start by setting up an equation to represent the information given. Let x be the number of marbles Doug has. Then, according to the problem, Ed has 19 more marbles than Doug, so Ed has x + 19 marbles. After Ed loses some marbles, he has 8 more than Doug, so Ed has x + 8 marbles. We can set up the equation:

x + 19 - y = x + 8

where y is the number of marbles Ed lost. We can simplify this equation by subtracting x from both sides:

19 - y = 8

Now we can solve for y by subtracting 19 from both sides:

-y = -11

Finally, we can solve for y by multiplying both sides by -1:

y = 11

Therefore, Ed lost 11 marbles at the playground.",,11.0,1
