,question,answer,response,mapping,response_answer,flag
172,"Allen starts from X, goes to Y. At the same time Bob starts from Y and goes towards X. Once Allen reaches Y he changes his direction and returns to X. Once Bob reaches X, he changes his direction and returns to Y. Throughout Allen travels at 54 kmph and Bob travels at 78kmph. By the time they meet for the second time, Bob covers 48 km more than Allen. Find the distance between X and Y.A)144km, B)72 km, C)126km, D)84 km, E)48km",E,"Let the distance between X and Y be d km.
Let the time taken for Allen to reach Y be t hours.
Then, the time taken for Bob to reach X would also be t hours.
Distance covered by Allen in t hours = 54t
Distance covered by Bob in t hours = 78t
When they meet for the first time, their total distance covered would be d.
When they meet for the second time, their total distance covered would be 2d.
At the second meeting, Bob covers 48 km more than Allen.
So, 78t + 54t + 48 = 2d
132t + 48 = 2d
66t + 24 = d
Now, we need to find a value of t such that Allen covers a distance of (d/2) km in that time.
Distance covered by Allen in (t/2) hours = 54(t/2) = 27t
Distance covered by Bob in (t/2) hours = 78(t/2) = 39t
Total distance covered by both of them in (t/2) hours = 27t + 39t = 66t
This should be equal to (d/2) km.
So, 66t = (d/2)
Substituting the value of d from earlier, we get:
66t = (66t + 24)/2
132t = 66t + 24
66t = 24
t = 24/66 = 4/11 hours
Distance between X and Y = d = 66t + 24 = 66(4/11) + 24 = 24 + 24 = 48 km
Therefore, the answer is E) 48km.",,48.0,1
173,"Tires of a certain brand, when purchased new, last for four years. A customer can choose to purchase the new tires at a cost of $180 per tire or can have his current tires repaired at a cost of $40 per tire, a repair that will make the current tires last for one additional year. The average cost per year of the new tires is what percent greater than the cost of repairing the current tires?A)8%, B)10%, C)12.5%, D)16.7%, E)25%",C,"The cost of purchasing new tires and using them for 4 years is $180 x 4 = $720.
The cost of repairing current tires and using them for 1 year is $40 x 1 = $40.
So the average cost per year of new tires is $720/4 = $180, and the average cost per year of repairing current tires is $40/1 = $40.
The percent increase from $40 to $180 is (180-40)/40 x 100% = 350%.
Therefore, the average cost per year of new tires is 350% - 100% = 250% greater than the cost of repairing the current tires.
This is equivalent to a percent increase of 250/100 = 2.5 or 25%.
So the answer is (E) 25%.",,25.0,1
174,"A rope 20 meters long is cut into two pieces. If the length of one piece of rope is 3 meters shorter than the length of the other, what is the length, in meters, of the longer piece of rope?A)7.5, B)8.9, C)9.9, D)11.5, E)11.7",D,"Let x be the length of the longer piece of rope. Then the length of the shorter piece is x-3. The two pieces add up to 20, so we can write an equation:

x + (x-3) = 20

Simplifying and solving for x, we get:

2x - 3 = 20
2x = 23
x = 11.5

Therefore, the length of the longer piece of rope is 11.5 meters. The answer is D.",,11.5,1
175,"Jerry purchased a 1-year $5,000 bond that paid an annual interest rate of 12% compounded every six months. How much interest had this bond accrued at maturity?A)$5102, B)$618, C)$216, D)$202, E)$200",B,"The bond pays interest twice a year, so the interest rate per period is 6%. After the first six months, the bond will have accrued $5,000 * 6% = $300 in interest. This brings the total value of the bond to $5,300. For the second six months, the bond will accrue interest on the new value of $5,300, so the interest for this period will be $5,300 * 6% = $318. The total interest accrued over the year is $300 + $318 = $618. The answer is B.",,618.0,1
176,"Decipher the following multiplication table:
M A D
B E
-------------
M A D
R A E
-------------
A M I DA)9 2 0 0, B)9 2 0 9, C)9 2 0 1, D)9 2 0 7, E)9 2 2 2",D,"The table shows that MA x BE = MAD and AR x AE = AMI. From this, we can deduce that:

- M x B = R (from the first column)
- A x E = D (from the second row)
- D x E = A (from the second column)
- M x E = I (from the third row)
- A x B = 0 (from the first row)

Using these equations, we can fill in the missing values in the table:

M A D
B E 0
-------------
R A E
-------------
A M I D

Therefore, the answer is (A) 9 2 0 0.",,0.0,1
177,"Sachin was twice as old as Ajay 10 years back. How old is Ajay today if Sachin will be 40 years old in 10 yearsA)18, B)25, C)15, D)20, E)21",D,"Let's assume Ajay's current age to be x. Then, Sachin's current age would be 2x.
10 years back, Ajay's age would have been x-10 and Sachin's age would have been 2x-10.
We know that Sachin will be 40 in 10 years, so his current age would be 40-10=30.
Therefore, 2x=30, which means x=15.
So, Ajay's current age is 15. Answer choice C is correct.",,15.0,1
178,"What will be the cost of gardening 1-metre – broad boundary around a rectangular plot having perimeter of 340 metres at the rate of 10 per square metre?A)3400, B)1700, C)3440, D)Cannot be determined, E)None of these",C,"Let the length and breadth of the rectangular plot be l and b respectively. Then, we have:

2(l+b) = 340
=> l+b = 170

The length of the plot including the boundary will be l+2 and the breadth will be b+2. So, the area of the boundary will be:

2(l+2) + 2(b+2) = 2l + 2b + 8

The cost of gardening 1 square metre of the boundary is given as 10. So, the cost of gardening the entire boundary will be:

10 * (2l + 2b + 8)

Substituting l+b=170, we get:

10 * (2(170) + 8) = 3440

Therefore, the cost of gardening the boundary will be 3440. The answer is (C).",,3440.0,1
179,"Last year, 34 percent of Ace Book Company's sales revenue came from the sale of novels. Of the remaining revenue, 1/3 was from the sale of biographies. The company's revenue from the sale of novels was approximately, how many times its revenue from the sale of biographies?A)1.3, B)1.5, C)2.1, D)2.5, E)3.1",B,"Let's assume that Ace Book Company's total revenue is 100 units. Then, revenue from the sale of novels would be 34 units. The remaining revenue would be 100 - 34 = 66 units. Out of this, 1/3 would be from the sale of biographies, which is approximately 22 units.

To find out how many times the revenue from the sale of novels is compared to the revenue from the sale of biographies, we can divide the revenue from novels by the revenue from biographies: 

34/22 = 1.54

So the revenue from the sale of novels is approximately 1.5 times the revenue from the sale of biographies. The answer is B) 1.5.",,1.5,0
180,"A bee bypasses 0.05% of flowers it flies by because it can sense they don't have any nectar in them. How many flowers will the bee fly by to bypass 8 flowers?A)2000, B)4000, C)8000, D)16000, E)32000",D,"We can set up a proportion to solve for the total number of flowers the bee flies by:
0.05% = 8/x
To solve for x, we can cross-multiply:
0.05% * x = 8
0.0005x = 8
x = 8/0.0005
x = 16,000
Therefore, the bee will fly by 16,000 flowers to bypass 8 flowers. The answer is D) 16,000.",,16000.0,0
181,"Fernando purchased a university meal plan that allows him to have a total of 3 lunches and 3 dinners per week. If the cafeteria is closed on weekends and Fernando always goes home for a dinner on Friday nights, how many options does he have to allocate his meals?A)5C3*4C3, B)5C4*4C2, C)5C2*4C4, D)5C6*4C5, E)4C3*4C3",A,"Fernando has 5 weekdays to allocate his 3 lunches and 2 dinners. He has only 4 weekdays to allocate his remaining dinner. Therefore, the number of options he has is:

5C3 (ways to choose which 3 weekdays for lunches) * 4C2 (ways to choose which 2 weekdays for dinners) = 10 * 6 = 60

Answer: B) 5C4*4C2",,2.0,1
182,"What should come in place of the question mark(?) in each of the following questions ?
a2 - b2/(a + b)2 (?)=(a - b)2A)(a + b)(a - b), B)(a - b)2, C)(a + b)2, D)a3 + b3, E)None of these",A,"The correct answer is B) (a - b)2. 

To see why, let's simplify the left side of the equation: 

a2 - b2/(a + b)2 = (a + b)(a - b)/(a + b)2 

The (a + b) terms cancel out, leaving us with: 

(a - b)/(a + b) 

Now we can use the identity: 

(a - b)2 = a2 - 2ab + b2 

to rewrite the expression: 

(a - b)/(a + b) = (a2 - 2ab + b2)/(a2 + 2ab + b2) 

Canceling out the common factor of (a2 + 2ab + b2), we get: 

(a - b)/(a + b) = (a - b)/(a + b) 

which simplifies to: 

1 = 1 

So the answer is B) (a - b)2.",,2.0,1
183,"A number is as much greater than 36 as is less than 86. Find the Number.A)60, B)56, C)51, D)61, E)41",D,"Let x be the number. Then we can write two equations based on the given information:

x - 36 = 86 - x  (since the number is as much greater than 36 as is less than 86)
2x = 122
x = 61

Therefore, the number is 61. The answer is D.",,61.0,1
184,"A certain phone manufacturer ships its products in crates. A crate consists of p pallets, and each pallet holds 1250 phones. If the manufacturer ships 4 crates, how many phones are shipped?A)1000p, B)1500p, C)2000p, D)2500p, E)30000",D,"Since each crate consists of p pallets and each pallet holds 1250 phones, the total number of phones in one crate is 1250p. Therefore, the total number of phones shipped in 4 crates is 4 times that amount: 4 * 1250p = 5000p. The answer is D) 2500p.",,2500.0,0
185,"A can construct a wall in 40 min and B can construct the wall in 45 min. How many hours is needed to contruct a wall if both the person working together.A)20 min, B)22 min, C)23 min, D)21 min, E)20 min",D,"Let's use the formula: Time = Work / Rate

Let's assume that the work is to construct one wall.

A's rate = 1/40 (meaning he can construct 1/40 of the wall in 1 minute)
B's rate = 1/45

When they work together, their rates add up:
Combined rate = 1/40 + 1/45 = 17/180

Now we can use the formula to find the time it takes to construct one wall:
Time = 1 / (17/180) = 180/17 minutes

We can convert this to hours by dividing by 60:
Time = (180/17) / 60 = 10.59 hours

So it would take approximately 10.59 hours for A and B to construct one wall together. Answer choice E (20 min) is not correct.",,20.0,1
186,"An express electric train takes exact three seconds to enter tunnel which is 1 mile long.
If train is traveling at 120 mile an hour, how long will it take to pass completely through the tunnel ?A)43 seconds, B)39 seconds, C)20 seconds, D)33 seconds, E)55 seconds",D,"The train is traveling at a speed of 120 miles per hour, which is equivalent to 2 miles per minute. Therefore, it will take the train 1/2 = 0.5 minutes (or 30 seconds) to travel the 1 mile length of the tunnel. However, since the train takes 3 seconds to enter the tunnel, it will take an additional 3 seconds to completely pass through the tunnel. Therefore, the total time it takes for the train to pass completely through the tunnel is 30 + 3 = 33 seconds. The answer is D) 33 seconds.",,33.0,0
187,"A merchant receives an invoice for a motor boat for $20 000 with terms 4/30, n/100. What is the highest simple interest rate at which he can afford to borrow money in order to take advantage of the discount?A)247.67, B)237.67, C)227.67, D)215.67, E)None of these",A,"The discount offered is 4% if paid within 30 days. This means the merchant can pay only $20,000 - 4% of $20,000 = $19,200 if paid within 30 days. If the merchant borrows money to take advantage of the discount, he needs to pay back the loan amount plus the interest within 30 days. Let the loan amount be x and the interest rate be r. Then, x + xr = $19,200. Solving for x, we get x = $9,600/(1+r). The merchant needs to pay back the loan amount plus the interest within 30 days, so x + xr <= $20,000. Substituting x = $9,600/(1+r), we get $9,600/(1+r) + $9,600r/(1+r) <= $20,000. Simplifying, we get r^2 - 5r + 4.08 <= 0. Solving for r, we get r <= 4.08/0.92 or r <= 4.435. Therefore, the highest simple interest rate at which the merchant can afford to borrow money is 4.435% or approximately 4.44%. The answer is not one of the given choices.",,4.44,1
188,"There are ten lime soda bottles on a table in a restaurant. They are to be served among two different groups of customers consisting of 5 members each. How many ways are there to create these 2 groups?A)90, B)105, C)126, D)252, E)525",D,"We can first choose 5 bottles out of the 10 for the first group, which can be done in $\binom{10}{5}$ ways. Then the remaining 5 bottles will go to the second group. However, since the order of the groups does not matter, we need to divide by 2 to avoid overcounting. Therefore, the total number of ways to create the 2 groups is:

$$\frac{1}{2}\binom{10}{5}=\frac{1}{2}\cdot\frac{10!}{5!5!}=252$$

So the answer is D) 252.",,252.0,1
