,question,answer,response,mapping,response_answer,equations
156," Robin had c0 songs on her mp3 player. If she deleted c1 old songs from it and then added c2 new songs, how many songs does she have on her mp3 player? ",32.0," Robin originally had c0 songs. She deleted c1 old songs and added c2 new songs. So she has c0 - c1 + c2 songs on her mp3 player. 
songs_on_mp3 = c0 - c1 + c2
The answer is songs_on_mp3.","{'c0': 30.0, 'c1': 8.0, 'c2': 10.0}",32.0,"['songs_on_mp3 =  c0 - c1 + c2', 'answer = songs_on_mp3']"
157," The school cafeteria had c0 apples. If they used c1 to make lunch for the students and then bought c2 more, how many apples would they have? ",9.0," The school cafeteria had c0 apples. They used c1 to make lunch for the students. They bought c2 more. So they would have c0 - c1 + c2 apples.
apples = c0 - c1 + c2
The answer is apples.","{'c0': 23.0, 'c1': 20.0, 'c2': 6.0}",9.0,"['apples =  c0 - c1 + c2', 'answer = apples']"
158," Janet was playing a video game and had c0 lives. In a hard part of the game she lost c1 lives. If she got c2 more lives in the next level, how many lives would she have? ",54.0," Janet started with c0 lives. She then lost c1 lives. So she had c0 - c1 lives. In the next level she got c2 more lives. So she would have (c0 - c1) + c2 = c0 + c2 - c1 lives.
lives = c0 + c2 - c1
The answer is lives.","{'c0': 38.0, 'c1': 16.0, 'c2': 32.0}",54.0,"['c2 =  c0 + c2 - c1 lives.', 'lives =  c0 + c2 - c1', 'answer = lives']"
159," Megan picked c0 carrots from her garden. If she threw out c1 of them and then picked c2 more the next day, how many carrots would she have total? ",61.0," Megan started with c0 carrots. She threw out c1 of them. So she would have c0 - c1 carrots left. Then she picked c2 more. So she would have (c0 - c1) + c2 carrots in total. 
total_carrots = (c0 - c1) + c2
The answer is total_carrots.","{'c0': 19.0, 'c1': 4.0, 'c2': 46.0}",61.0,"['total_carrots =  (c0 - c1) + c2', 'answer = total_carrots']"
160," Roger had c0 dollars in January. By March he had spent c1 dollars. If he got another c2 dollars from his mom, how much money would he have? ",71.0," Roger had c0 dollars in January. He spent c1 dollars by March. So he would have had c0 - c1 dollars left. 
dollars_left = c0 - c1
He got c2 more dollars from his mom. So he would have c2 + (c0 - c1) = c0 + c2 - c1 dollars in total. 
total_dollars = c0 + c2 - c1
The answer is total_dollars.","{'c0': 45.0, 'c1': 20.0, 'c2': 46.0}",71.0,"['dollars_left =  c0 - c1', 'c1) =  c0 + c2 - c1 dollars in total. ', 'total_dollars =  c0 + c2 - c1', 'answer = total_dollars']"
161," The school cafeteria had c0 apples. If they used c1 to make lunch for the students and then bought c2 more, how many apples would they have? ",38.0," The school cafeteria had c0 apples. They used c1 to make lunch for the students. They bought c2 more. So they would have c0 - c1 + c2 apples.
apples = c0 - c1 + c2
The answer is apples.","{'c0': 17.0, 'c1': 2.0, 'c2': 23.0}",38.0,"['apples =  c0 - c1 + c2', 'answer = apples']"
162," Janet was playing a video game and had c0 lives. In a hard part of the game she lost c1 lives. If she got c2 more lives in the next level, how many lives would she have? ",70.0," Janet started with c0 lives. She then lost c1 lives. So she had c0 - c1 lives. In the next level she got c2 more lives. So she would have (c0 - c1) + c2 = c0 + c2 - c1 lives.
lives = c0 + c2 - c1
The answer is lives.","{'c0': 47.0, 'c1': 23.0, 'c2': 46.0}",70.0,"['c2 =  c0 + c2 - c1 lives.', 'lives =  c0 + c2 - c1', 'answer = lives']"
163," Nancy picked c0 carrots from her garden. If she threw out c1 of them and then picked c2 more the next day, how many carrots would she have total? ",31.0," Nancy started with c0 carrots. Then she threw out c1 of them. So she would have c0 - c1 carrots left. The next day she picked c2 more. So she would have (c0 - c1) + c2 carrots in total. 
total_carrots = (c0 - c1) + c2
The answer is total_carrots.","{'c0': 12.0, 'c1': 2.0, 'c2': 21.0}",31.0,"['total_carrots =  (c0 - c1) + c2', 'answer = total_carrots']"
164," Bianca had c0 songs on her mp3 player. If she deleted c1 old songs from it and then added c2 new songs, how many songs does she have on her mp3 player? ",64.0," Bianca originally had c0 songs. She deleted c1 old songs and added c2 new songs. So she has c0 - c1 + c2 songs on her mp3 player. 
songs_on_mp3 = c0 - c1 + c2
The answer is songs_on_mp3.","{'c0': 34.0, 'c1': 14.0, 'c2': 44.0}",64.0,"['songs_on_mp3 =  c0 - c1 + c2', 'answer = songs_on_mp3']"
165," Tom had c0 books. If he sold c1 of them and used the money he earned to buy c2 new books, how many books would Tom have? ",39.0," Tom started with c0 books. He sold c1 and then bought c2. So he would have c0 - c1 + c2 books in total. 
total_books = c0 - c1 + c2
The answer is total_books.","{'c0': 5.0, 'c1': 4.0, 'c2': 38.0}",39.0,"['total_books =  c0 - c1 + c2', 'answer = total_books']"
166," John had c0 socks. If he threw away c1 old ones that didn't fit and bought c2 new ones, how many socks would he have? ",27.0," John had c0 socks. He threw away c1 old ones. He bought c2 new ones. So he would have c0 - c1 + c2 socks. 
socks = c0 - c1 + c2
The answer is socks.","{'c0': 33.0, 'c1': 19.0, 'c2': 13.0}",27.0,"['socks =  c0 - c1 + c2', 'answer = socks']"
167," For the school bake sale Maria made c0 cupcakes. If she sold c1 of them and then made c2 more, how many cupcakes would she have? ",24.0," Maria started with c0 cupcakes. She sold c1 and then made c2 more. So she would have c0 - c1 + c2 cupcakes.
cupcakes = c0 - c1 + c2
The answer is cupcakes.","{'c0': 19.0, 'c1': 5.0, 'c2': 10.0}",24.0,"['cupcakes =  c0 - c1 + c2', 'answer = cupcakes']"
168, A store had c0 oranges in a bin. If they threw away c1 of the old ones and put c2 new ones in the bin how many would be in the bin? ,34.0," The store had c0 oranges in the bin. They threw away c1 of the old ones. They put c2 new ones in the bin. So there would be c0 - c1 + c2 oranges in the bin. 
oranges_in_bin = c0 - c1 + c2
The answer is oranges_in_bin.","{'c0': 50.0, 'c1': 40.0, 'c2': 24.0}",34.0,"['oranges_in_bin =  c0 - c1 + c2', 'answer = oranges_in_bin']"
169, In fourth grade there were c0 students at the start of the year. During the year c1 students left and c2 new students came to school. How many students were in fourth grade at the end? ,11.0," There were c0 students at the start of the year. c1 students left. So there were c0 - c1 students remaining. Then c2 new students came. So the total number of students at the end was c0 - c1 + c2. 
total_students = c0 - c1 + c2
The answer is total_students.","{'c0': 8.0, 'c1': 5.0, 'c2': 8.0}",11.0,"['total_students =  c0 - c1 + c2', 'answer = total_students']"
170," Bianca picked c0 carrots from her garden. If she threw out c1 of them and then picked c2 more the next day, how many carrots would she have total? ",60.0," Bianca started with c0 carrots. She threw out c1 of them. So she had c0 - c1 carrots left. Then she picked c2 more. So she had (c0 - c1) + c2 carrots in total. 
total_carrots = (c0 - c1) + c2
The answer is total_carrots.","{'c0': 23.0, 'c1': 10.0, 'c2': 47.0}",60.0,"['total_carrots =  (c0 - c1) + c2', 'answer = total_carrots']"
171," Zoe had c0 bottles of water in her fridge. If she drank c1 of them and then bought c2 more, how many bottles would she have? ",47.0," Zoe had c0 bottles of water. She drank c1 of them. So she had c0 - c1 bottles left. Then she bought c2 more. So she had c0 - c1 + c2 bottles in total. 
total_bottles = c0 - c1 + c2
The answer is total_bottles.","{'c0': 42.0, 'c1': 25.0, 'c2': 30.0}",47.0,"['total_bottles =  c0 - c1 + c2', 'answer = total_bottles']"
172," Katie had c0 songs on her mp3 player. If she deleted c1 old songs from it and then added c2 new songs, how many songs does she have on her mp3 player? ",28.0," Katie originally had c0 songs. She deleted c1 old songs and added c2 new songs. So she has c0 - c1 + c2 songs on her mp3 player. 
songs_on_mp3 = c0 - c1 + c2
The answer is songs_on_mp3.","{'c0': 11.0, 'c1': 7.0, 'c2': 24.0}",28.0,"['songs_on_mp3 =  c0 - c1 + c2', 'answer = songs_on_mp3']"
173, A store had c0 oranges in a bin. If they threw away c1 of the old ones and put c2 new ones in the bin how many would be in the bin? ,31.0," The store had c0 oranges in the bin. They threw away c1 of the old ones. They put c2 new ones in the bin. So there would be c0 - c1 + c2 oranges in the bin. 
oranges_in_bin = c0 - c1 + c2
The answer is oranges_in_bin.","{'c0': 5.0, 'c1': 2.0, 'c2': 28.0}",31.0,"['oranges_in_bin =  c0 - c1 + c2', 'answer = oranges_in_bin']"
174," Adam had c0 books. If he sold c1 of them and used the money he earned to buy c2 new books, how many books would Adam have? ",67.0," Adam started with c0 books. He sold c1 and then bought c2. So he would have c0 - c1 + c2 books in total. 
total_books = c0 - c1 + c2
The answer is total_books.","{'c0': 48.0, 'c1': 19.0, 'c2': 38.0}",67.0,"['total_books =  c0 - c1 + c2', 'answer = total_books']"
175, In fourth grade there were c0 students at the start of the year. During the year c1 students left and c2 new students came to school. How many students were in fourth grade at the end? ,37.0," There were c0 students at the start of the year. c1 students left. So there were c0 - c1 students remaining. Then c2 new students came. So the total number of students at the end was c0 - c1 + c2. 
total_students = c0 - c1 + c2
The answer is total_students.","{'c0': 31.0, 'c1': 5.0, 'c2': 11.0}",37.0,"['total_students =  c0 - c1 + c2', 'answer = total_students']"
176," For the school bake sale Robin made c0 cupcakes. If she sold c1 of them and then made c2 more, how many cupcakes would she have? ",59.0," Robin started with c0 cupcakes. Then she sold c1. So she had c0 - c1 cupcakes left. Then she made c2 more. So she would have (c0 - c1) + c2 cupcakes in total.
total_cupcakes = (c0 - c1) + c2
The answer is total_cupcakes.","{'c0': 42.0, 'c1': 22.0, 'c2': 39.0}",59.0,"['total_cupcakes =  (c0 - c1) + c2', 'answer = total_cupcakes']"
177," A florist had c0 roses. If she sold c1 of them and then later picked c2 more, how many roses would she have? ",41.0," The florist had c0 roses. She sold c1 of them. So she had c0 - c1 roses left. Then she picked c2 more. So she had c0 - c1 + c2 roses in total. 
total_roses = c0 - c1 + c2
The answer is total_roses.","{'c0': 11.0, 'c1': 2.0, 'c2': 32.0}",41.0,"['total_roses =  c0 - c1 + c2', 'answer = total_roses']"
178," Frank had c0 dollars. At the store he spent $c1 on a new game. If he got another c2 dollars for his allowance, how much money does he have now? ",22.0," Frank had c0 dollars. He spent c1 dollars at the store. So he had c0 - c1 dollars left. 
dollars_left = c0 - c1
He got c2 more dollars for his allowance. 
dollars_total = dollars_left + c2
The answer is dollars_total.","{'c0': 11.0, 'c1': 3.0, 'c2': 14.0}",22.0,"['dollars_left =  c0 - c1', 'dollars_total =  dollars_left + c2', 'answer = dollars_total']"
179," Haley was playing a video game and had c0 lives. In a hard part of the game she lost c1 lives. If she got c2 more lives in the next level, how many lives would she have? ",46.0," Haley started with c0 lives. She then lost c1 lives. So she had c0 - c1 lives. In the next level, she got c2 more lives. So she would have c0 - c1 + c2 lives. 
lives = c0 - c1 + c2
The answer is lives.","{'c0': 14.0, 'c1': 4.0, 'c2': 36.0}",46.0,"['lives =  c0 - c1 + c2', 'answer = lives']"
180," Luke had c0 dollars in January. By March he had spent c1 dollars. If he got another c2 dollars from his mom, how much money would he have? ",58.0," Luke had c0 dollars in January. He spent c1 dollars by March. So he would have had c0 - c1 dollars left. 
money_left = c0 - c1
Then he got c2 more dollars from his mom. So he would have c2 + (c0 - c1) = c0 + c2 - c1 dollars in total. 
total_money = c0 + c2 - c1
The answer is total_money.","{'c0': 48.0, 'c1': 11.0, 'c2': 21.0}",58.0,"['money_left =  c0 - c1', 'c1) =  c0 + c2 - c1 dollars in total. ', 'total_money =  c0 + c2 - c1', 'answer = total_money']"
181," Emily was playing a video game and had c0 lives. In a hard part of the game she lost c1 lives. If she got c2 more lives in the next level, how many lives would she have? ",41.0," Emily started with c0 lives. She then lost c1 lives. So she had c0 - c1 lives. In the next level, she got c2 more lives. So she would have c0 - c1 + c2 lives. 
lives = c0 - c1 + c2
The answer is lives.","{'c0': 42.0, 'c1': 25.0, 'c2': 24.0}",41.0,"['lives =  c0 - c1 + c2', 'answer = lives']"
182," Debby had c0 coloring books. If she gave away c1 of them, but then bought c2 more, how many would she have total? ",58.0," Debby started with c0 coloring books. She gave away c1 of them. So she had c0 - c1 coloring books. Then she bought c2 more. So she had (c0 - c1) + c2 coloring books in total. 
total_books = (c0 - c1) + c2
The answer is total_books.","{'c0': 30.0, 'c1': 7.0, 'c2': 35.0}",58.0,"['total_books =  (c0 - c1) + c2', 'answer = total_books']"
183," The school cafeteria had c0 apples. If they used c1 to make lunch for the students and then bought c2 more, how many apples would they have? ",23.0," The school cafeteria had c0 apples. They used c1 to make lunch for the students. They bought c2 more. So they would have c0 - c1 + c2 apples.
apples = c0 - c1 + c2
The answer is apples.","{'c0': 12.0, 'c1': 8.0, 'c2': 19.0}",23.0,"['apples =  c0 - c1 + c2', 'answer = apples']"
184," At the fair there were c0 people in line for the bumper cars. If c1 of them got tired of waiting and left and c2 more got in line, how many people would be in line? ",31.0," There were c0 people in line originally. c1 people left and c2 people got in line. So the total number of people in line is c0 - c1 + c2.
total_people = c0 - c1 + c2
The answer is total_people.","{'c0': 31.0, 'c1': 25.0, 'c2': 25.0}",31.0,"['total_people =  c0 - c1 + c2', 'answer = total_people']"
185," A florist had c0 roses. If she sold c1 of them and then later picked c2 more, how many roses would she have? ",56.0," The florist had c0 roses. She sold c1 of them. So she had c0 - c1 roses left. Then she picked c2 more. So she had c0 - c1 + c2 roses in total. 
total_roses = c0 - c1 + c2
The answer is total_roses.","{'c0': 50.0, 'c1': 15.0, 'c2': 21.0}",56.0,"['total_roses =  c0 - c1 + c2', 'answer = total_roses']"
186," Zoe had c0 songs on her mp3 player. If she deleted c1 old songs from it and then added c2 new songs, how many songs does she have on her mp3 player? ",23.0," Zoe originally had c0 songs. She deleted c1 old songs and added c2 new songs. So she has c0 - c1 + c2 songs on her mp3 player. 
songs_on_mp3 = c0 - c1 + c2
The answer is songs_on_mp3.","{'c0': 6.0, 'c1': 3.0, 'c2': 20.0}",23.0,"['songs_on_mp3 =  c0 - c1 + c2', 'answer = songs_on_mp3']"
187," At the arcade Dave won c0 tickets. If he spent c1 tickets on a beanie and later won c2 more tickets, how many would he have? ",16.0," Dave started with c0 tickets. He spent c1 tickets on a beanie. So he had c0 - c1 tickets. Then he won c2 more tickets. So he had c0 - c1 + c2 tickets in total. 
total_tickets = c0 - c1 + c2
The answer is total_tickets.","{'c0': 11.0, 'c1': 5.0, 'c2': 10.0}",16.0,"['total_tickets =  c0 - c1 + c2', 'answer = total_tickets']"
