,question,answer,response,mapping,response_answer,equations,correct
156," Robin had c0 songs on her mp3 player. If she deleted c1 old songs from it and then added c2 new songs, how many songs does she have on her mp3 player? ",32,"Robin had c0 songs originally. She deleted c1 old songs and added c2 new songs. The total number of songs on her mp3 player is c0 - c1 + c2. 
total_songs = c0 - c1 + c2
The answer is total_songs.","{'c0': 30.0, 'c1': 8.0, 'c2': 10.0}",32,"['total_songs =  c0 - c1 + c2', 'answer = total_songs']",1
157," The school cafeteria had c0 apples. If they used c1 to make lunch for the students and then bought c2 more, how many apples would they have? ",9,"The cafeteria had c0 apples originally. They used c1 for lunch and then bought c2 more. The total number of apples they would have is c0 - c1 + c2. 
total_apples = c0 - c1 + c2
The answer is total_apples.","{'c0': 23.0, 'c1': 20.0, 'c2': 6.0}",9,"['total_apples =  c0 - c1 + c2', 'answer = total_apples']",1
158," Janet was playing a video game and had c0 lives. In a hard part of the game she lost c1 lives. If she got c2 more lives in the next level, how many lives would she have? ",54,"Janet originally had c0 lives. She lost c1 lives, so she now has c0 - c1 lives. She then gained c2 more lives, so her total number of lives would be (c0 - c1) + c2. 
total_lives = (c0 - c1) + c2
The answer is total_lives.","{'c0': 38.0, 'c1': 16.0, 'c2': 32.0}",54,"['total_lives =  (c0 - c1) + c2', 'answer = total_lives']",1
159," Megan picked c0 carrots from her garden. If she threw out c1 of them and then picked c2 more the next day, how many carrots would she have total? ",61,"Megan originally picked c0 carrots. She threw out c1 of them, so she has c0 - c1 left. The next day, she picked c2 more, so she now has (c0 - c1) + c2 carrots. 
total_carrots = (c0 - c1) + c2
The answer is total_carrots.","{'c0': 19.0, 'c1': 4.0, 'c2': 46.0}",61,"['total_carrots =  (c0 - c1) + c2', 'answer = total_carrots']",1
160," Roger had c0 dollars in January. By March he had spent c1 dollars. If he got another c2 dollars from his mom, how much money would he have? ",71,"Roger had c0 dollars in January. By March he had spent c1 dollars, so he would have c0 - c1 dollars left. If he got another c2 dollars from his mom, he would have c0 - c1 + c2 dollars. 
total_money = c0 - c1 + c2
The answer is total_money.","{'c0': 45.0, 'c1': 20.0, 'c2': 46.0}",71,"['total_money =  c0 - c1 + c2', 'answer = total_money']",1
161," The school cafeteria had c0 apples. If they used c1 to make lunch for the students and then bought c2 more, how many apples would they have? ",38,"The cafeteria had c0 apples originally. They used c1 for lunch and then bought c2 more. The total number of apples they would have is c0 - c1 + c2. 
total_apples = c0 - c1 + c2
The answer is total_apples.","{'c0': 17.0, 'c1': 2.0, 'c2': 23.0}",38,"['total_apples =  c0 - c1 + c2', 'answer = total_apples']",1
162," Janet was playing a video game and had c0 lives. In a hard part of the game she lost c1 lives. If she got c2 more lives in the next level, how many lives would she have? ",70,"Janet originally had c0 lives. She lost c1 lives, so she now has c0 - c1 lives. She then gained c2 more lives, so her total number of lives would be (c0 - c1) + c2. 
total_lives = (c0 - c1) + c2
The answer is total_lives.","{'c0': 47.0, 'c1': 23.0, 'c2': 46.0}",70,"['total_lives =  (c0 - c1) + c2', 'answer = total_lives']",1
163," Nancy picked c0 carrots from her garden. If she threw out c1 of them and then picked c2 more the next day, how many carrots would she have total? ",31,"Nancy originally picked c0 carrots. She threw out c1 of them, so she has c0 - c1 left. The next day, she picked c2 more, so she now has (c0 - c1) + c2 carrots. 
total_carrots = (c0 - c1) + c2
The answer is total_carrots.","{'c0': 12.0, 'c1': 2.0, 'c2': 21.0}",31,"['total_carrots =  (c0 - c1) + c2', 'answer = total_carrots']",1
164," Bianca had c0 songs on her mp3 player. If she deleted c1 old songs from it and then added c2 new songs, how many songs does she have on her mp3 player? ",64,"Bianca originally had c0 songs. She deleted c1 old songs and added c2 new songs. The total number of songs on her mp3 player is c0 - c1 + c2. 
total_songs = c0 - c1 + c2
The answer is total_songs.","{'c0': 34.0, 'c1': 14.0, 'c2': 44.0}",64,"['total_songs =  c0 - c1 + c2', 'answer = total_songs']",1
165," Tom had c0 books. If he sold c1 of them and used the money he earned to buy c2 new books, how many books would Tom have? ",39,"Tom had c0 books originally. He sold c1 of them, so he would have c0 - c1 books left. He used the money he earned to buy c2 new books, so he would have c0 - c1 + c2 books in total. 
total_books = c0 - c1 + c2
The answer is total_books.","{'c0': 5.0, 'c1': 4.0, 'c2': 38.0}",39,"['total_books =  c0 - c1 + c2', 'answer = total_books']",1
166," John had c0 socks. If he threw away c1 old ones that didn't fit and bought c2 new ones, how many socks would he have? ",27,"John originally had c0 socks. He threw away c1 old ones and bought c2 new ones. So he now has c0 - c1 + c2 socks. 
new_socks = c0 - c1 + c2
The answer is new_socks.","{'c0': 33.0, 'c1': 19.0, 'c2': 13.0}",27,"['new_socks =  c0 - c1 + c2', 'answer = new_socks']",1
167," For the school bake sale Maria made c0 cupcakes. If she sold c1 of them and then made c2 more, how many cupcakes would she have? ",24,"Maria originally made c0 cupcakes. She sold c1 of them, so she has c0 - c1 cupcakes left. Then she made c2 more cupcakes, so she has c0 - c1 + c2 cupcakes in total. 
total_cupcakes = c0 - c1 + c2
The answer is total_cupcakes.","{'c0': 19.0, 'c1': 5.0, 'c2': 10.0}",24,"['total_cupcakes =  c0 - c1 + c2', 'answer = total_cupcakes']",1
168, A store had c0 oranges in a bin. If they threw away c1 of the old ones and put c2 new ones in the bin how many would be in the bin? ,34,"There were originally c0 oranges in the bin. They threw away c1 of the old ones and put c2 new ones in. The total number of oranges in the bin is c0 - c1 + c2. 
total_oranges = c0 - c1 + c2
The answer is total_oranges.","{'c0': 50.0, 'c1': 40.0, 'c2': 24.0}",34,"['total_oranges =  c0 - c1 + c2', 'answer = total_oranges']",1
169, In fourth grade there were c0 students at the start of the year. During the year c1 students left and c2 new students came to school. How many students were in fourth grade at the end? ,11,"At the start of the year, there were c0 students. Then c1 students left, so the number of students decreased by c1. After that, c2 new students came, so the number of students increased by c2. Therefore, the total number of students at the end of the year is:
end_students = c0 - c1 + c2
The answer is end_students.","{'c0': 8.0, 'c1': 5.0, 'c2': 8.0}",11,"['end_students =  c0 - c1 + c2', 'answer = end_students']",1
170," Bianca picked c0 carrots from her garden. If she threw out c1 of them and then picked c2 more the next day, how many carrots would she have total? ",60,"Bianca originally picked c0 carrots. She threw out c1 of them, so she has c0 - c1 left. The next day, she picked c2 more carrots. So the total number of carrots she has is (c0 - c1) + c2. 
total_carrots = (c0 - c1) + c2
The answer is total_carrots.","{'c0': 23.0, 'c1': 10.0, 'c2': 47.0}",60,"['total_carrots =  (c0 - c1) + c2', 'answer = total_carrots']",1
171," Zoe had c0 bottles of water in her fridge. If she drank c1 of them and then bought c2 more, how many bottles would she have? ",47,"Zoe originally had c0 bottles of water. She drank c1 of them, so she had c0 - c1 bottles left. Then she bought c2 more, so she had (c0 - c1) + c2 bottles in total. 
total_bottles = (c0 - c1) + c2
The answer is total_bottles.","{'c0': 42.0, 'c1': 25.0, 'c2': 30.0}",47,"['total_bottles =  (c0 - c1) + c2', 'answer = total_bottles']",1
172," Katie had c0 songs on her mp3 player. If she deleted c1 old songs from it and then added c2 new songs, how many songs does she have on her mp3 player? ",28,"Katie originally had c0 songs. She deleted c1 old songs and added c2 new songs. The total number of songs on her mp3 player is c0 - c1 + c2. 
total_songs = c0 - c1 + c2
The answer is total_songs.","{'c0': 11.0, 'c1': 7.0, 'c2': 24.0}",28,"['total_songs =  c0 - c1 + c2', 'answer = total_songs']",1
173, A store had c0 oranges in a bin. If they threw away c1 of the old ones and put c2 new ones in the bin how many would be in the bin? ,31,"There were originally c0 oranges in the bin. They threw away c1 of the old ones and put c2 new ones in. The total number of oranges in the bin is c0 - c1 + c2. 
total_oranges = c0 - c1 + c2
The answer is total_oranges.","{'c0': 5.0, 'c1': 2.0, 'c2': 28.0}",31,"['total_oranges =  c0 - c1 + c2', 'answer = total_oranges']",1
174," Adam had c0 books. If he sold c1 of them and used the money he earned to buy c2 new books, how many books would Adam have? ",67,"Adam had c0 books originally. He sold c1 of them, so he would have c0 - c1 books left. He used the money he earned to buy c2 new books, so he would have c0 - c1 + c2 books in total. 
total_books = c0 - c1 + c2
The answer is total_books.","{'c0': 48.0, 'c1': 19.0, 'c2': 38.0}",67,"['total_books =  c0 - c1 + c2', 'answer = total_books']",1
175, In fourth grade there were c0 students at the start of the year. During the year c1 students left and c2 new students came to school. How many students were in fourth grade at the end? ,37,"At the start of the year, there were c0 students. Then c1 students left, so the number of students decreased by c1. After that, c2 new students came, so the number of students increased by c2. Therefore, the total number of students at the end of the year is:
end_students = c0 - c1 + c2
The answer is end_students.","{'c0': 31.0, 'c1': 5.0, 'c2': 11.0}",37,"['end_students =  c0 - c1 + c2', 'answer = end_students']",1
176," For the school bake sale Robin made c0 cupcakes. If she sold c1 of them and then made c2 more, how many cupcakes would she have? ",59,"Robin originally made c0 cupcakes. She sold c1 of them, so she has c0 - c1 cupcakes left. Then she made c2 more cupcakes, so she has c0 - c1 + c2 cupcakes in total. 
total_cupcakes = c0 - c1 + c2
The answer is total_cupcakes.","{'c0': 42.0, 'c1': 22.0, 'c2': 39.0}",59,"['total_cupcakes =  c0 - c1 + c2', 'answer = total_cupcakes']",1
177," A florist had c0 roses. If she sold c1 of them and then later picked c2 more, how many roses would she have? ",41,"The florist originally had c0 roses. She sold c1 of them, so she would have c0 - c1 roses left. Then she picked c2 more, so she would have (c0 - c1) + c2 roses in total. 
total_roses = (c0 - c1) + c2
The answer is total_roses.","{'c0': 11.0, 'c1': 2.0, 'c2': 32.0}",41,"['total_roses =  (c0 - c1) + c2', 'answer = total_roses']",1
178," Frank had c0 dollars. At the store he spent $c1 on a new game. If he got another c2 dollars for his allowance, how much money does he have now? ",22,"Frank originally had c0 dollars. He spent c1 dollars on a new game, so he has c0 - c1 dollars left. Then he received c2 dollars for his allowance, so he now has (c0 - c1) + c2 dollars. 
total_money = (c0 - c1) + c2
The answer is total_money.","{'c0': 11.0, 'c1': 3.0, 'c2': 14.0}",22,"['total_money =  (c0 - c1) + c2', 'answer = total_money']",1
179," Haley was playing a video game and had c0 lives. In a hard part of the game she lost c1 lives. If she got c2 more lives in the next level, how many lives would she have? ",46,"Haley originally had c0 lives. She lost c1 lives, so she now has c0 - c1 lives. She then gained c2 more lives, so her total number of lives is (c0 - c1) + c2. 
total_lives = (c0 - c1) + c2
The answer is total_lives.","{'c0': 14.0, 'c1': 4.0, 'c2': 36.0}",46,"['total_lives =  (c0 - c1) + c2', 'answer = total_lives']",1
180," Luke had c0 dollars in January. By March he had spent c1 dollars. If he got another c2 dollars from his mom, how much money would he have? ",58,"Luke had c0 dollars in January. By March he had spent c1 dollars. So he would have c0 - c1 dollars left. If he got another c2 dollars from his mom, he would have c0 - c1 + c2 dollars. 
total_money = c0 - c1 + c2
The answer is total_money.","{'c0': 48.0, 'c1': 11.0, 'c2': 21.0}",58,"['total_money =  c0 - c1 + c2', 'answer = total_money']",1
181," Emily was playing a video game and had c0 lives. In a hard part of the game she lost c1 lives. If she got c2 more lives in the next level, how many lives would she have? ",41,"Emily originally had c0 lives. She lost c1 lives, so she now has c0 - c1 lives. She then gained c2 more lives, so her total number of lives is (c0 - c1) + c2. 
total_lives = (c0 - c1) + c2
The answer is total_lives.","{'c0': 42.0, 'c1': 25.0, 'c2': 24.0}",41,"['total_lives =  (c0 - c1) + c2', 'answer = total_lives']",1
182," Debby had c0 coloring books. If she gave away c1 of them, but then bought c2 more, how many would she have total? ",58,"Debby originally had c0 coloring books. She gave away c1 of them, so she had c0 - c1 left. Then she bought c2 more, so she had (c0 - c1) + c2 in total. 
total_books = (c0 - c1) + c2
The answer is total_books.","{'c0': 30.0, 'c1': 7.0, 'c2': 35.0}",58,"['total_books =  (c0 - c1) + c2', 'answer = total_books']",1
183," The school cafeteria had c0 apples. If they used c1 to make lunch for the students and then bought c2 more, how many apples would they have? ",23,"The cafeteria had c0 apples originally. They used c1 for lunch and then bought c2 more. The total number of apples they would have is the sum of the remaining apples and the newly bought apples. 
total_apples = (c0 - c1) + c2
The answer is total_apples.","{'c0': 12.0, 'c1': 8.0, 'c2': 19.0}",23,"['total_apples =  (c0 - c1) + c2', 'answer = total_apples']",1
184," At the fair there were c0 people in line for the bumper cars. If c1 of them got tired of waiting and left and c2 more got in line, how many people would be in line? ",31,"There were originally c0 people in line. c1 left and c2 more got in line. The total number of people in line is c0 - c1 + c2. 
total_people = c0 - c1 + c2
The answer is total_people.","{'c0': 31.0, 'c1': 25.0, 'c2': 25.0}",31,"['total_people =  c0 - c1 + c2', 'answer = total_people']",1
