,question,answer,response,tokens,logprobs,mapping,response_answer,correct
382," Jerry made 14 dollars mowing lawns and 31 dollars weed eating. If he only spent 5 dollar a week, how long would the money last him? ",9," Jerry made a total of 14 + 31 = 45 dollars. If he spends 5 dollars a week, that is 5 dollars * 4 weeks = 20 dollars a month. So 45 / 20 = 2.25. The answer is 2.25 months.","[' Jerry', ' made', ' a', ' total', ' of', ' 14', ' +', ' 31', ' =', ' 45', ' dollars', '.', ' If', ' he', ' spends', ' 5', ' dollars', ' a', ' week', ',', ' that', ' is', ' 5', ' dollars', ' *', ' 4', ' weeks', ' =', ' 20', ' dollars', ' a', ' month', '.', ' So', ' 45', ' /', ' 20', ' =', ' 2', '.', '25', '.', ' The', ' answer', ' is', ' 2', '.', '25', ' months', '.']","[-0.5792273, -0.1477126, -0.07039516, -0.00021610259, -1.7953334000000003e-05, -0.5704718999999999, -0.008264828, -3.7684315e-06, -0.0023409866, -1.6165199000000003e-05, -6.182308e-05, -0.009062061, -0.28990215, -0.0012584030000000002, -0.008156415, -0.000101643476, -0.0012773204000000001, -0.07758271, -3.3212986000000004e-05, -9.091469000000001e-05, -0.7746396, -0.19261263, -0.023210138, -0.10522397, -0.17387444, -0.47184423000000003, -0.0050112572, -0.17364047, -0.022245586, -0.0019655596, -0.6863439, -2.4543265e-06, -6.746777999999999e-06, -0.34090424, -0.41173494, -0.012129222, -2.6180607000000004e-05, -0.37342578, -0.0008226559, -0.005072122, -0.0065344055, -0.08002985, -0.13887964, -0.099809565, -1.4736571000000001e-05, -0.014754214000000002, -0.034397088, -0.0006305301000000001, -0.61236477, -0.008517335000000001]",,2.25,0
383," While playing at the arcade, Ned won 26 tickets playing 'whack a mole' and 19 tickets playing 'skee ball'. If he was trying to buy candy that cost 9 tickets a piece, how many could he buy? ",5," Ned won 26 tickets playing 'whack a mole' and 19 tickets playing 'skee ball'. In total, he had 26 + 19 = 45 tickets. 45 tickets divided by 9 tickets per candy is 45 / 9 = 5. The answer is 5.","[' Ned', ' won', ' 26', ' tickets', ' playing', "" '"", 'wh', 'ack', ' a', ' mole', ""'"", ' and', ' 19', ' tickets', ' playing', "" '"", 's', 'kee', ' ball', ""'."", ' In', ' total', ',', ' he', ' had', ' 26', ' +', ' 19', ' =', ' 45', ' tickets', '.', ' 45', ' tickets', ' divided', ' by', ' 9', ' tickets', ' per', ' candy', ' is', ' 45', ' /', ' 9', ' =', ' 5', '.', ' The', ' answer', ' is', ' 5', '.']","[-0.28245714, -0.82458663, -0.3506382, -0.2767097, -0.19791164, -0.014315994, -0.00029008893999999996, -9.370307e-06, -0.0012791124000000001, -4.871012000000001e-05, -0.16686888, -0.00043271597999999995, -0.0017385243, -0.08509426, -3.225932e-05, -0.0009980513000000001, -2.5225998000000003e-05, -0.00018605449, -1.7834122e-05, -0.017868087, -0.7112230700000001, -0.00016411633999999998, -0.16242369, -0.074878335, -0.66303027, -0.0067345113, -0.0035535847, -0.00022039504, -0.0064093224, -0.0001450392, -0.0026664690000000003, -0.00012500932, -1.1450007, -0.40835023000000004, -0.7735983, -0.002248327, -3.4089344e-06, -0.041809168, -0.068558045, -0.018218147, -0.20637484, -0.13185725, -0.1218341, -4.4818075000000005e-06, -0.016699728, -0.00027661366, -0.4135828, -0.5776703400000001, -0.00017592176, -1.8190814e-05, -0.0014583505000000001, -0.020145668000000002]",,5,1
384," Luke was helping the cafeteria workers pick up lunch trays, but he could only carry 4 trays at a time. If he had to pick up 20 trays from one table and 16 trays from another, how many trips will he make? ",9,"  Luke can carry 4 trays at a time. If he has to pick up 20 trays from one table and 16 trays from another, he will have to make 5 trips from the first table and 4 trips from the second table. The answer is 5 + 4 = 9.","[' ', ' Luke', ' can', ' carry', ' 4', ' tr', 'ays', ' at', ' a', ' time', '.', ' If', ' he', ' has', ' to', ' pick', ' up', ' 20', ' tr', 'ays', ' from', ' one', ' table', ' and', ' 16', ' tr', 'ays', ' from', ' another', ',', ' he', ' will', ' have', ' to', ' make', ' 5', ' trips', ' from', ' the', ' first', ' table', ' and', ' 4', ' trips', ' from', ' the', ' second', ' table', '.', ' The', ' answer', ' is', ' 5', ' +', ' 4', ' =', ' 9', '.']","[-1.5352352, -1.2254143, -0.6369509, -0.48281579999999996, -0.015407779000000002, -0.017305143000000002, -6.827631999999999e-08, -0.2025109, -0.04186759, -0.00031477172, -0.21045771, -0.785144, -0.049287524000000006, -0.25788435, -0.0020443385, -0.00019738400000000002, -0.0008960331, -0.0009934576, -0.09370832, 0.0, -0.16666387, -0.009130328, -2.9756868000000002e-05, -0.21325664, -0.0011745561, -0.28001719999999997, -6.827631999999999e-08, -0.0012649078, -0.0019184430000000001, -0.028654205000000002, -0.33719182000000003, -0.060546797000000006, -0.8603634, -0.0006322, -0.013647365000000002, -0.5993404, -0.044345114000000005, -0.24758884, -1.5094201e-05, -3.7684315e-06, -1.3542607e-05, -0.17701514000000002, -0.0012033792000000001, -0.0021650544, -6.2699432e-06, -1.1159372000000002e-05, -0.002164576, -0.010264886, -0.0017335673, -0.66237694, -0.0018993322000000002, -2.8138237999999996e-06, -0.015966399000000003, -0.0042227437, -1.2468796e-05, -0.024740722000000003, -3.9292627e-05, -0.024340132]",,9,1
385," Vanessa and her friends were recycling paper for their class. For every 9 pounds they recycled they earned one point. If Vanessa recycled 20 pounds and her friends recycled 16 pounds, how many points did they earn? ",4," Vanessa recycled 20 pounds and her friends recycled 16 pounds. In total, they recycled 20 + 16 = 36 pounds. They would earn 36 / 9 = 4 points. The answer is 4.","[' Vanessa', ' recycled', ' 20', ' pounds', ' and', ' her', ' friends', ' recycled', ' 16', ' pounds', '.', ' In', ' total', ',', ' they', ' recycled', ' 20', ' +', ' 16', ' =', ' 36', ' pounds', '.', ' They', ' would', ' earn', ' 36', ' /', ' 9', ' =', ' 4', ' points', '.', ' The', ' answer', ' is', ' 4', '.']","[-1.1102394, -0.30890029999999996, -0.010181487000000001, -0.0018342396, -0.61457646, -0.0021836322, -0.004481241600000001, -0.0010267505, -1.8668587e-05, -0.0036460077, -0.18011984, -1.2058841, -0.0013149219, -0.6516331, -0.0061704777, -0.031806140000000004, -0.10881032, -0.0020002013, -8.4157e-06, -0.030525496000000003, -0.00016197245999999998, -0.0031122307, -0.016088624, -0.65211505, -0.36450744, -0.49260709999999996, -0.30741632, -0.008325591, -6.8669196e-06, -0.031719156000000005, -0.0002609945, -0.0005327809, -0.14594097, -0.09938689, -4.5374152000000005e-05, -3.0707724e-05, -0.00017294058999999998, -0.03036358]",,4,1
386," A pet shelter had 2 puppies when another 34 were brought in. If 4 puppies a day are adopted, how long would it take for all of them to be adopted? ",9, There were originally 2 puppies. Then 34 more were brought in. So there are 2 + 34 = 36 puppies. 4 puppies are adopted each day. So it will take 36 / 4 = 9 days for all of them to be adopted. The answer is 9.,"[' There', ' were', ' originally', ' 2', ' puppies', '.', ' Then', ' 34', ' more', ' were', ' brought', ' in', '.', ' So', ' there', ' are', ' 2', ' +', ' 34', ' =', ' 36', ' puppies', '.', ' 4', ' puppies', ' are', ' adopted', ' each', ' day', '.', ' So', ' it', ' will', ' take', ' 36', ' /', ' 4', ' =', ' 9', ' days', ' for', ' all', ' of', ' them', ' to', ' be', ' adopted', '.', ' The', ' answer', ' is', ' 9', '.']","[-0.6774399, -0.52114004, -0.1790832, -0.0040913075, -0.0014028978, -0.20131932, -1.0522212, -0.03364179, -0.07421138000000001, -0.02005724, -0.0012180005, -0.014471581, -0.36972269999999996, -0.15526718, -0.74126726, -0.09166732, -0.21835731, -0.00021610259, -1.5687427000000002e-05, -0.0066999462, -0.00036623323, -0.012705683, -0.4623951, -0.5358276, -0.27466476, -0.31620812, -0.0025721649, -0.09408132, -1.2231317e-05, -0.0012043339, -0.12156355, -0.03111142, -0.55999005, -0.0028222867, -0.20025805, -0.038866628, -1.0681599e-05, -0.48820379999999997, -7.937927e-06, -2.9159892e-05, -0.23591202, -0.21489796, -0.054211922, -0.03287684, -0.00019595257, -0.0023540705, -0.00040522762, -0.0007123636, -0.5106046, -0.00015613029, -2.5583630000000002e-05, -1.5567284e-05, -0.018961642]",,9,1
387, At a company picnic 9 managers and 15 employees decided to start a game of volleyball. If they split into 8 teams how many people would be on each team? ,3," There are 9 managers and 15 employees. In total, there are 9 + 15 = 24 people. If they split into 8 teams, then each team would have 24 / 8 = 3 people. The answer is 3.","[' There', ' are', ' 9', ' managers', ' and', ' 15', ' employees', '.', ' In', ' total', ',', ' there', ' are', ' 9', ' +', ' 15', ' =', ' 24', ' people', '.', ' If', ' they', ' split', ' into', ' 8', ' teams', ',', ' then', ' each', ' team', ' would', ' have', ' 24', ' /', ' 8', ' =', ' 3', ' people', '.', ' The', ' answer', ' is', ' 3', '.']","[-1.1513993, -0.49601105, -0.7993319600000001, -0.06712802, -0.0028897147, -1.7595703000000003e-05, -0.00040809053, -0.7638756, -0.30403945, -0.0008928117, -0.024297869000000003, -0.67071205, -0.00046825801999999996, -0.038630005, -0.0005794187, -4.2433903e-06, -8.1136764e-05, -0.00018378950999999998, -0.0016293228000000002, -0.0036959006, -0.7594896999999999, -0.09697823, -0.61599123, -0.0034932296000000002, -0.002466578, -0.00026898243, -0.0038847297, -0.39252213, -0.098707475, -7.648668e-05, -0.33578947000000003, -0.0014698085000000001, -0.020936305000000002, -0.011096384, -4.601021399999999e-06, -0.06395413, -4.739975700000001e-05, -0.003235468, -0.0074171433, -0.02429396, -0.00010438714499999999, -3.7863996000000004e-05, -0.00025383915999999996, -0.011964228]",,3,1
388," John was organizing his baseball cards in a binder with 3 on each page. If he had 8 new cards and 16 old cards to put in the binder, how many pages would he use? ",8," If he has 3 cards per page, and 8 new cards and 16 old cards, that would be 8 + 16 = 24 cards. 24 / 3 is 8 pages. The answer is 8.","[' If', ' he', ' has', ' 3', ' cards', ' per', ' page', ',', ' and', ' 8', ' new', ' cards', ' and', ' 16', ' old', ' cards', ',', ' that', ' would', ' be', ' 8', ' +', ' 16', ' =', ' 24', ' cards', '.', ' 24', ' /', ' 3', ' is', ' 8', ' pages', '.', ' The', ' answer', ' is', ' 8', '.']","[-0.9181262, -1.116936, -0.5153732, -0.24706509999999998, -0.14494514, -0.68714845, -0.00039389906999999995, -0.21046492, -0.07864428, -0.09647168, -0.029847918, -0.00308383, -0.276368, -2.9756868000000002e-05, -9.606849e-06, -0.0012304124, -0.003819091, -0.09362506, -0.86178434, -0.023015251, -0.10571019, -0.011805409000000001, -1.4736571000000001e-05, -0.000941614, -2.1889093000000004e-05, -0.35582027, -0.7192179, -0.8126164, -0.25912488, -6.957351400000001e-05, -0.37723607000000003, -0.0003146553, -0.5231395999999999, -0.010688381, -0.018981805, -0.00012667918, -0.00019118234999999998, -9.130952e-06, -0.16988997]",,8,1
389," Wendy uploaded 22 pictures from her phone and 2 from her camera to facebook. If she sorted the pics into 4 different albums with the same amount of pics in each album, how many pictures were in each of the albums? ",6," Wendy uploaded 22 pictures from her phone and 2 from her camera. So she has a total of 24 pictures. If she wants to put the same amount of pictures in each album, she would need to put 24 / 4 = 6 pictures in each album. The answer is 6.","[' Wendy', ' uploaded', ' 22', ' pictures', ' from', ' her', ' phone', ' and', ' 2', ' from', ' her', ' camera', '.', ' So', ' she', ' has', ' a', ' total', ' of', ' 24', ' pictures', '.', ' If', ' she', ' wants', ' to', ' put', ' the', ' same', ' amount', ' of', ' pictures', ' in', ' each', ' album', ',', ' she', ' would', ' need', ' to', ' put', ' 24', ' /', ' 4', ' =', ' 6', ' pictures', ' in', ' each', ' album', '.', ' The', ' answer', ' is', ' 6', '.']","[-0.31163767000000003, -0.9914438999999999, -0.29185605000000003, -0.6646688, -0.014233466, -0.00028460534, -1.0323977e-05, -0.06773007, -0.00017198599, -0.03841716, -0.00022492779, -7.100402e-05, -0.45157045, -0.5473452999999999, -0.23402545, -0.38633817, -0.6877036999999999, -9.251094e-06, -0.00017306074999999998, -0.51592106, -0.0037490875, -0.0054337922, -0.4193056, -0.011305724000000001, -0.841413, -0.0054925866, -0.31999978, -0.40343523000000003, -0.019191286000000002, -0.32388377, -0.21922946000000001, -0.0009417312699999999, -0.073426135, -0.0059866165, -0.081210315, -0.0006627972, -0.173754, -0.2472694, -0.295574, -0.057300836, -0.020112583, -0.012195287, -0.5039207, -7.1958624e-05, -0.020346021000000002, -0.00010474478, -0.018037396, -0.004951715000000001, -7.3745825e-05, -0.0021159528, -5.109523000000001e-05, -0.12717912, -6.9453374e-05, -0.00012858746, -0.0068480507, -0.011959039000000001]",,6,1
390, A toy store had 17 giant stuffed bears in stock when they got another shipment with 10 bears in it. The put the bears onto shelves with 9 on each shelf. How many shelves did they use? ,3," There are originally 17 giant stuffed bears. With the new shipment, there are 17 + 10 = 27 bears. 27 bears can fit on 3 shelves with 9 bears on each shelf. The answer is 3.","[' There', ' are', ' originally', ' 17', ' giant', ' stuffed', ' bears', '.', ' With', ' the', ' new', ' shipment', ',', ' there', ' are', ' 17', ' +', ' 10', ' =', ' 27', ' bears', '.', ' 27', ' bears', ' can', ' fit', ' on', ' 3', ' shelves', ' with', ' 9', ' bears', ' on', ' each', ' shelf', '.', ' The', ' answer', ' is', ' 3', '.']","[-1.3308135, -0.65392596, -0.59039825, -0.0007967051, -0.5763017500000001, -0.0037122942, -0.00035168228, -0.15424763, -0.44359753, -0.16263139999999998, -0.34381774, -0.00022266187, -0.40048555, -0.16558042, -0.004486991, -0.6595766, -0.0016504566, -5.5556293e-06, -0.0018728771, -3.1781543000000005e-05, -0.65825486, -0.19692214, -0.5856854300000001, -0.45297299999999996, -0.19911163, -0.17031217, -0.4576597, -0.049672507000000005, -0.00010510145999999999, -0.7850720999999999, -8.1136764e-05, -0.13403156, -0.90141, -1.3781962500000002e-05, -0.28649, -0.0019722474, -0.14228818000000001, -0.0006701928000000001, -7.279122e-05, -4.5016520000000007e-05, -0.12386377]",,3,1
391," Zoe and her friends were recycling paper for their class. For every 8 pounds they recycled they earned one point. If Zoe recycled 25 pounds and her friends recycled 23 pounds, how many points did they earn? ",6, Zoe recycled 25 pounds and her friends recycled 23 pounds. That is a total of 8 + 23 = 31 pounds. They would earn 31 / 8 = 3 points. The answer is 3.,"[' Zoe', ' recycled', ' 25', ' pounds', ' and', ' her', ' friends', ' recycled', ' 23', ' pounds', '.', ' That', ' is', ' a', ' total', ' of', ' 8', ' +', ' 23', ' =', ' 31', ' pounds', '.', ' They', ' would', ' earn', ' 31', ' /', ' 8', ' =', ' 3', ' points', '.', ' The', ' answer', ' is', ' 3', '.']","[-0.2691708, -0.46987218000000003, -0.0070835133, -0.0009231770000000001, -0.72209007, -0.0039901673, -0.008448146, -0.0009828367, -7.720381e-05, -0.00061311346, -0.22872979999999998, -1.3551115, -0.4104701, -0.28843036, -0.00035466436999999996, -7.768064e-05, -0.60122234, -0.25899628, -0.35667858, -0.0006554006, -0.00019034787, -0.050583094, -0.014564593, -0.37557092000000003, -0.06323859, -0.17914893, -0.006403623000000001, -0.022276241000000002, -1.6165199000000003e-05, -0.014653804000000001, -0.020208860000000002, -0.599432, -0.0077681267, -0.10238859, -7.493791e-05, -0.000120719684, -0.0019944662, -0.040497486]",,3,0
392," Billy was organizing his baseball cards in a binder with 5 on each page. If he had 3 new cards and 42 old cards to put in the binder, how many pages would he use? ",9," If he has 5 cards per page, and 42 old cards, that will be 42 / 5 = 8.4 pages. He would need 9 pages. If he has 3 new cards, that will be 3 / 5 = 0.6 pages. So he would need 9 + 1 = 10 pages. The answer is 10.","[' If', ' he', ' has', ' 5', ' cards', ' per', ' page', ',', ' and', ' 42', ' old', ' cards', ',', ' that', ' will', ' be', ' 42', ' /', ' 5', ' =', ' 8', '.', '4', ' pages', '.', ' He', ' would', ' need', ' 9', ' pages', '.', ' If', ' he', ' has', ' 3', ' new', ' cards', ',', ' that', ' will', ' be', ' 3', ' /', ' 5', ' =', ' 0', '.', '6', ' pages', '.', ' So', ' he', ' would', ' need', ' 9', ' +', ' 1', ' =', ' 10', ' pages', '.', ' The', ' answer', ' is', ' 10', '.']","[-1.2794706, -1.2013909, -0.6974758999999999, -0.6016576, -0.12833957000000001, -0.60089517, -0.0003426196, -0.15506636000000001, -0.18205917, -1.0110955, -0.0049562035, -0.0010756204000000001, -0.0020123268, -0.6034710999999999, -0.25334305, -0.06715664, -0.0024058125, -0.16529258, -1.7475562000000002e-05, -0.08210533, -0.0021177446, -0.03607673, -0.00025980147999999997, -0.0639568, -0.16647996, -1.1198509, -0.43319872, -0.5708183, -0.059375837, -0.0001351458, -0.010469955000000001, -1.4399772, -0.00053420954, -0.0043619850000000005, -0.0018081468000000001, -0.0009024769, -3.0234640000000003e-05, -0.002768731, -0.04440157, -0.31050408, -0.0002145538, -0.3629618, -0.00018438557, -1.0084622000000002e-05, -0.00067436794, -0.033229295, 0.0, -3.076318e-07, -0.039190277, -0.0009286662, -0.5521548, -0.008465517, -0.12629725, -0.018601302, -0.10092311, -5.1930627e-05, -0.0009506823, -0.20494536, -4.721162999999999e-06, -0.0042741640000000004, -0.17619374000000002, -0.022795826, -3.5120327000000004e-05, -2.9311613999999997e-06, -8.7733215e-06, -0.027977334000000003]",,10,0
393," For a birthday party Tom bought 4 regular sodas and 52 diet sodas. If his fridge would only hold 7 on each shelf, how many shelves would he fill up? ",8," Tom bought 4 regular sodas and 52 diet sodas. If there are 7 sodas on each shelf, then he would need 4 + 52 = 56 / 7 = 8 shelves. The answer is 8.","[' Tom', ' bought', ' 4', ' regular', ' sod', 'as', ' and', ' 52', ' diet', ' sod', 'as', '.', ' If', ' there', ' are', ' 7', ' sod', 'as', ' on', ' each', ' shelf', ',', ' then', ' he', ' would', ' need', ' 4', ' +', ' 52', ' =', ' 56', ' /', ' 7', ' =', ' 8', ' shelves', '.', ' The', ' answer', ' is', ' 8', '.']","[-0.36551815, -0.39243343, -0.21965532000000002, -0.3443604, -0.036931593000000006, -5.460492e-07, -0.047103696, -5.3123650000000004e-05, -4.361666e-06, -0.00013300005, 0.0, -0.15181307, -1.3555801, -1.3610435, -0.16783105, -0.0009062352499999999, -0.6004885, -1.5006569e-06, -0.064954564, -0.00025944200000000003, -0.0009042069, -0.014739635000000001, -0.26830235, -0.5767635, -0.3813181, -0.090712845, -0.6182262, -0.5676103, -0.03309541, -0.28280562, -0.0057236543, -0.47114024, -0.00013419120000000002, -0.017341714, -0.0007691482000000001, -0.07970602, -0.3058183, -0.12184292000000001, -0.0001835511, -0.00041947915, -3.2616e-05, -0.092110075]",,8,1
