,question,answer,response,mapping,response_answer,equations,correct
179," Haley was playing a video game and had c0 lives. In a hard part of the game she lost c1 lives. If she got c2 more lives in the next level, how many lives would she have? ",46,"Haley started with c0 lives. After losing c1 lives, she had c0 - c1 lives. 
lives_after_loss = c0 - c1
After getting c2 more lives, she had lives_after_loss + c2 lives. 
total_lives = lives_after_loss + c2
The answer is total_lives.","{'c0': 14.0, 'c1': 4.0, 'c2': 36.0}",46,"['lives_after_loss =  c0 - c1', 'total_lives =  lives_after_loss + c2', 'answer = total_lives']",1
180," Luke had c0 dollars in January. By March he had spent c1 dollars. If he got another c2 dollars from his mom, how much money would he have? ",58,"Luke started with c0 dollars. By March, he had c0 - c1 dollars left. 
money_left = c0 - c1
If he got c2 dollars from his mom, he would have money_left + c2 dollars. 
total_money = money_left + c2
The answer is total_money.","{'c0': 48.0, 'c1': 11.0, 'c2': 21.0}",58,"['money_left =  c0 - c1', 'total_money =  money_left + c2', 'answer = total_money']",1
181," Emily was playing a video game and had c0 lives. In a hard part of the game she lost c1 lives. If she got c2 more lives in the next level, how many lives would she have? ",41,"Emily started with c0 lives. After losing c1 lives, she had c0 - c1 lives. 
lives_after_loss = c0 - c1
After getting c2 more lives, she had lives_after_loss + c2 lives. 
total_lives = lives_after_loss + c2
The answer is total_lives.","{'c0': 42.0, 'c1': 25.0, 'c2': 24.0}",41,"['lives_after_loss =  c0 - c1', 'total_lives =  lives_after_loss + c2', 'answer = total_lives']",1
182," Debby had c0 coloring books. If she gave away c1 of them, but then bought c2 more, how many would she have total? ",58,"Debby started with c0 coloring books. After giving away c1, she had c0 - c1 left. 
coloring_books_left = c0 - c1
After buying c2 more, she had coloring_books_left + c2 coloring books. 
total_coloring_books = coloring_books_left + c2
The answer is total_coloring_books.","{'c0': 30.0, 'c1': 7.0, 'c2': 35.0}",58,"['coloring_books_left =  c0 - c1', 'total_coloring_books =  coloring_books_left + c2', 'answer = total_coloring_books']",1
183," The school cafeteria had c0 apples. If they used c1 to make lunch for the students and then bought c2 more, how many apples would they have? ",23,"The cafeteria started with c0 apples. After using c1 for lunch, they had c0 - c1 apples left. 
apples_left = c0 - c1
Then they bought c2 more apples, so they had apples_left + c2 apples. 
total_apples = apples_left + c2
The answer is total_apples.","{'c0': 12.0, 'c1': 8.0, 'c2': 19.0}",23,"['apples_left =  c0 - c1', 'total_apples =  apples_left + c2', 'answer = total_apples']",1
184," At the fair there were c0 people in line for the bumper cars. If c1 of them got tired of waiting and left and c2 more got in line, how many people would be in line? ",31,"There were originally c0 people in line. c1 left, so there are c0 - c1 people left in line. 
people_left = c0 - c1
Then c2 more people got in line, so the total number of people in line is people_left + c2. 
total_people = people_left + c2
The answer is total_people.","{'c0': 31.0, 'c1': 25.0, 'c2': 25.0}",31,"['people_left =  c0 - c1', 'total_people =  people_left + c2', 'answer = total_people']",1
185," A florist had c0 roses. If she sold c1 of them and then later picked c2 more, how many roses would she have? ",56,"The florist started with c0 roses. After selling c1, she had c0 - c1 roses left. 
roses_left = c0 - c1
After picking c2 more, she had roses_left + c2 roses. 
total_roses = roses_left + c2
The answer is total_roses.","{'c0': 50.0, 'c1': 15.0, 'c2': 21.0}",56,"['roses_left =  c0 - c1', 'total_roses =  roses_left + c2', 'answer = total_roses']",1
186," Zoe had c0 songs on her mp3 player. If she deleted c1 old songs from it and then added c2 new songs, how many songs does she have on her mp3 player? ",23,"Zoe started with c0 songs. After deleting c1 old songs, she had c0 - c1 songs left. 
songs_left = c0 - c1
After adding c2 new songs, she had songs_left + c2 songs on her mp3 player. 
total_songs = songs_left + c2
The answer is total_songs.","{'c0': 6.0, 'c1': 3.0, 'c2': 20.0}",23,"['songs_left =  c0 - c1', 'total_songs =  songs_left + c2', 'answer = total_songs']",1
187," At the arcade Dave won c0 tickets. If he spent c1 tickets on a beanie and later won c2 more tickets, how many would he have? ",16,"Dave started with c0 tickets. He spent c1 tickets on a beanie, so he had c0 - c1 tickets left. 
tickets_left = c0 - c1
Then he won c2 more tickets, so he had tickets_left + c2 tickets. 
total_tickets = tickets_left + c2
The answer is total_tickets.","{'c0': 11.0, 'c1': 5.0, 'c2': 10.0}",16,"['tickets_left =  c0 - c1', 'total_tickets =  tickets_left + c2', 'answer = total_tickets']",1
188," A waiter had c0 customers to wait on. If c1 customers left and he got another c2 customers, how many customers would he have? ",28,"The waiter started with c0 customers. After c1 left, he had c0 - c1 customers. 
customers_left = c0 - c1
After getting c2 more customers, he had customers_left + c2 customers. 
total_customers = customers_left + c2
The answer is total_customers.","{'c0': 33.0, 'c1': 31.0, 'c2': 26.0}",28,"['customers_left =  c0 - c1', 'total_customers =  customers_left + c2', 'answer = total_customers']",1
189, In fourth grade there were c0 students at the start of the year. During the year c1 students left and c2 new students came to school. How many students were in fourth grade at the end? ,47,"There were c0 students at the start of the year. c1 students left, so there were c0 - c1 students remaining. Then c2 new students came, so the total number of students at the end of the year is (c0 - c1) + c2. 
total_students = (c0 - c1) + c2
The answer is total_students.","{'c0': 11.0, 'c1': 6.0, 'c2': 42.0}",47,"['total_students =  (c0 - c1) + c2', 'answer = total_students']",1
190," Oliver had c0 socks. If he threw away c1 old ones that didn't fit and bought c2 new ones, how many socks would he have? ",33,"Oliver started with c0 socks. After throwing away c1, he had c0 - c1 socks left. 
socks_left = c0 - c1
After buying c2 new socks, he had socks_left + c2 socks. 
total_socks = socks_left + c2
The answer is total_socks.","{'c0': 11.0, 'c1': 4.0, 'c2': 26.0}",33,"['socks_left =  c0 - c1', 'total_socks =  socks_left + c2', 'answer = total_socks']",1
191, A store had c0 oranges in a bin. If they threw away c1 of the old ones and put c2 new ones in the bin how many would be in the bin? ,36,"The store started with c0 oranges. They threw away c1 old ones and put c2 new ones in. So the total number of oranges in the bin is c0 - c1 + c2. 
total_oranges = c0 - c1 + c2
The answer is total_oranges.","{'c0': 40.0, 'c1': 25.0, 'c2': 21.0}",36,"['total_oranges =  c0 - c1 + c2', 'answer = total_oranges']",1
192," At the arcade Edward won c0 tickets. If he spent c1 tickets on a beanie and later won c2 more tickets, how many would he have? ",9,"Edward started with c0 tickets. He spent c1 tickets on a beanie, so he had c0 - c1 tickets left. 
tickets_left = c0 - c1
Then he won c2 more tickets, so he had tickets_left + c2 tickets. 
total_tickets = tickets_left + c2
The answer is total_tickets.","{'c0': 9.0, 'c1': 4.0, 'c2': 4.0}",9,"['tickets_left =  c0 - c1', 'total_tickets =  tickets_left + c2', 'answer = total_tickets']",1
193, In fourth grade there were c0 students at the start of the year. During the year c1 students left and c2 new students came to school. How many students were in fourth grade at the end? ,43,"There were c0 students at the start of the year. c1 students left, so there were c0 - c1 students remaining. Then c2 new students came, so the total number of students at the end of the year is (c0 - c1) + c2. 
total_students = (c0 - c1) + c2
The answer is total_students.","{'c0': 4.0, 'c1': 3.0, 'c2': 42.0}",43,"['total_students =  (c0 - c1) + c2', 'answer = total_students']",1
194," Haley picked c0 carrots from her garden. If she threw out c1 of them and then picked c2 more the next day, how many carrots would she have total? ",26,"Haley started with c0 carrots. After throwing out c1, she had c0 - c1 carrots left. 
carrots_left = c0 - c1
The next day, she picked c2 more carrots. So she had carrots_left + c2 carrots in total. 
total_carrots = carrots_left + c2
The answer is total_carrots.","{'c0': 28.0, 'c1': 11.0, 'c2': 9.0}",26,"['carrots_left =  c0 - c1', 'total_carrots =  carrots_left + c2', 'answer = total_carrots']",1
195," Roger had c0 books. If he sold c1 of them and used the money he earned to buy c2 new books, how many books would Roger have? ",34,"Roger started with c0 books. After selling c1, he had c0 - c1 books left. 
books_sold = c1
books_left = c0 - books_sold
With the money earned from selling the books, he bought c2 new books. 
new_books_bought = c2
So now he has books_left + new_books_bought books. 
total_books = books_left + new_books_bought
The answer is total_books.","{'c0': 25.0, 'c1': 21.0, 'c2': 30.0}",34,"['books_sold =  c1', 'books_left =  c0 - books_sold', 'new_books_bought =  c2', 'total_books =  books_left + new_books_bought', 'answer = total_books']",1
196," A florist had c0 roses. If she sold c1 of them and then later picked c2 more, how many roses would she have? ",36,"The florist started with c0 roses. After selling c1, she had c0 - c1 roses left. 
roses_left = c0 - c1
After picking c2 more, she had roses_left + c2 roses. 
total_roses = roses_left + c2
The answer is total_roses.","{'c0': 5.0, 'c1': 3.0, 'c2': 34.0}",36,"['roses_left =  c0 - c1', 'total_roses =  roses_left + c2', 'answer = total_roses']",1
197," Wendy was playing a video game and had c0 lives. In a hard part of the game she lost c1 lives. If she got c2 more lives in the next level, how many lives would she have? ",41,"Wendy started with c0 lives. After losing c1 lives, she had c0 - c1 lives. 
lives_after_loss = c0 - c1
After getting c2 more lives, she had lives_after_loss + c2 lives. 
total_lives = lives_after_loss + c2
The answer is total_lives.","{'c0': 10.0, 'c1': 6.0, 'c2': 37.0}",41,"['lives_after_loss =  c0 - c1', 'total_lives =  lives_after_loss + c2', 'answer = total_lives']",1
198," John had c0 dollars. At the store he spent $c1 on a new game. If he got another c2 dollars for his allowance, how much money does he have now? ",29,"John started with c0 dollars. He spent c1 dollars on a new game. Then he got c2 more dollars for his allowance. 
total_money = c0 - c1 + c2
The answer is total_money.","{'c0': 5.0, 'c1': 2.0, 'c2': 26.0}",29,"['total_money =  c0 - c1 + c2', 'answer = total_money']",1
199," For the school bake sale Chloe made c0 cupcakes. If she sold c1 of them and then made c2 more, how many cupcakes would she have? ",11,"Chloe started with c0 cupcakes. After selling c1, she had c0 - c1 cupcakes left. 
cupcakes_left = c0 - c1
After making c2 more, she had cupcakes_left + c2 cupcakes. 
total_cupcakes = cupcakes_left + c2
The answer is total_cupcakes.","{'c0': 28.0, 'c1': 25.0, 'c2': 8.0}",11,"['cupcakes_left =  c0 - c1', 'total_cupcakes =  cupcakes_left + c2', 'answer = total_cupcakes']",1
200," At the town carnival Billy rode the ferris wheel c0 times and the bumper cars c1 times. If each ride cost c2 tickets, how many tickets did he use? ",50,"Billy rode the ferris wheel c0 times and the bumper cars c1 times. Each ride cost c2 tickets, so the total number of tickets used is (c0 + c1) * c2. 
total_tickets_used = (c0 + c1) * c2
The answer is total_tickets_used.","{'c0': 7.0, 'c1': 3.0, 'c2': 5.0}",50,"['total_tickets_used =  (c0 + c1) * c2', 'answer = total_tickets_used']",1
201, Chloe was unboxing some of her old winter clothes. She found c0 boxes of clothing and inside each box there were c1 scarves and c2 mittens. How many pieces of winter clothing did Chloe have total? ,32,"Chloe had c0 boxes of winter clothing. Each box had c1 scarves and c2 mittens. So the total number of winter clothing pieces is c0 * (c1 + c2). 
total_clothing_pieces = c0 * (c1 + c2)
The answer is total_clothing_pieces.","{'c0': 4.0, 'c1': 2.0, 'c2': 6.0}",32,"['total_clothing_pieces =  c0 * (c1 + c2)', 'answer = total_clothing_pieces']",1
202," A waiter had c0 tables he was waiting on, with c1 women and c2 men at each table. How many customers total did the waiter have? ",90,"The waiter had c0 tables with c1 women and c2 men at each table. So the total number of customers at each table is c1 + c2. 
customers_per_table = c1 + c2
The total number of customers the waiter had is the number of tables multiplied by the number of customers per table. 
total_customers = c0 * customers_per_table
The answer is total_customers.","{'c0': 9.0, 'c1': 7.0, 'c2': 3.0}",90,"['customers_per_table =  c1 + c2', 'total_customers =  c0 * customers_per_table', 'answer = total_customers']",1
203," April's discount flowers was having a sale where each flower was c0 dollars. If Emily bought c1 roses and c2 daisies, how much did she spend? ",12,"Each flower costs c0 dollars. Emily bought c1 roses and c2 daisies. So the total cost is (c1 + c2) * c0 dollars. 
total_cost = (c1 + c2) * c0
The answer is total_cost.","{'c0': 3.0, 'c1': 2.0, 'c2': 2.0}",12,"['total_cost =  (c1 + c2) * c0', 'answer = total_cost']",1
204," Isabel had c0 pages of math homework and c1 pages of reading homework. If each page had c2 problems on it, how many problems did she have to complete total? ",30,"Isabel had c0 pages of math homework and c1 pages of reading homework. Each page had c2 problems on it. So the total number of math problems is c0 * c2 and the total number of reading problems is c1 * c2. 
total_math_problems = c0 * c2
total_reading_problems = c1 * c2
The total number of problems is the sum of the math and reading problems. 
total_problems = total_math_problems + total_reading_problems
The answer is total_problems.","{'c0': 2.0, 'c1': 4.0, 'c2': 5.0}",30,"['total_math_problems =  c0 * c2', 'total_reading_problems =  c1 * c2', 'total_problems =  total_math_problems + total_reading_problems', 'answer = total_problems']",1
