,question,answer,response,mapping,response_answer,equations,correct
207," Paul bought c0 boxes of chocolate candy and c1 boxes of caramel candy. If each box has c2 pieces inside it, how much candy did he have total? ",90,"Paul bought c0 boxes of chocolate candy, which means he has c0 x c2 pieces of chocolate candy. He also bought c1 boxes of caramel candy, which means he has c1 x c2 pieces of caramel candy. To find the total amount of candy, we add the two amounts together:
total_candy = (c0 x c2) + (c1 x c2)
The answer is total_candy.","{'c0': 6.0, 'c1': 4.0, 'c2': 9.0}",90,"['total_candy =  (c0 x c2) + (c1 x c2)', 'answer = total_candy']",1
208," A pet store has c0 bird cages. If each cage has c1 parrots and c2 parakeets in it, how many birds does the pet store have total? ",48,"To find the total number of birds, we need to multiply the number of cages by the total number of birds in each cage. 
total_birds = c0 * (c1 + c2)
The answer is total_birds.","{'c0': 6.0, 'c1': 6.0, 'c2': 2.0}",48,"['total_birds =  c0 * (c1 + c2)', 'answer = total_birds']",1
209," Rachel was organizing her book case making sure each of the shelves had exactly c0 books on it. If she had c1 shelves of mystery books and c2 shelves of picture books, how many books did she have total? ",72,"If Rachel had c0 books on each shelf, then the total number of mystery books would be c0 multiplied by the number of mystery shelves (c1), and the total number of picture books would be c0 multiplied by the number of picture shelves (c2). Therefore, the total number of books would be:
total_books = (c0 x c1) + (c0 x c2)
Simplifying this expression, we get:
total_books = c0 (c1 + c2)
The answer is total_books.","{'c0': 9.0, 'c1': 6.0, 'c2': 2.0}",72,"['total_books =  (c0 x c1) + (c0 x c2)', 'total_books =  c0 (c1 + c2)', 'answer = total_books']",1
210, Rachel was unboxing some of her old winter clothes. She found c0 boxes of clothing and inside each box there were c1 scarves and c2 mittens. How many pieces of winter clothing did Rachel have total? ,49,"To find the total number of winter clothing pieces, we need to multiply the number of boxes by the number of scarves and mittens in each box and then add them together. 
total_pieces = c0 * (c1 + c2)
The answer is total_pieces.","{'c0': 7.0, 'c1': 3.0, 'c2': 4.0}",49,"['total_pieces =  c0 * (c1 + c2)', 'answer = total_pieces']",1
211," A pet store has c0 bird cages. If each cage has c1 parrots and c2 parakeets in it, how many birds does the pet store have total? ",36,"To find the total number of birds, we need to multiply the number of cages by the total number of birds in each cage. 
total_birds = c0 * (c1 + c2)
The answer is total_birds.","{'c0': 9.0, 'c1': 2.0, 'c2': 2.0}",36,"['total_birds =  c0 * (c1 + c2)', 'answer = total_birds']",1
212," Cody bought c0 boxes of chocolate candy and c1 boxes of caramel candy. If each box has c2 pieces inside it, how much candy did he have total? ",80,"Cody bought c0 boxes of chocolate candy, which means he has c0 x c2 pieces of chocolate candy. He also bought c1 boxes of caramel candy, which means he has c1 x c2 pieces of caramel candy. To find the total amount of candy he has, we add the two amounts together:
total_candy = (c0 x c2) + (c1 x c2)
The answer is total_candy.","{'c0': 7.0, 'c1': 3.0, 'c2': 8.0}",80,"['total_candy =  (c0 x c2) + (c1 x c2)', 'answer = total_candy']",1
213," At Billy's Restaurant a group with c0 adults and c1 children came in to eat. If each meal cost c2 dollars, how much was the bill? ",21,"The total number of people in the group is c0 + c1. Each person needs a meal, so the total number of meals is c0 + c1. The cost of each meal is c2 dollars, so the total bill is (c0 + c1) * c2 dollars. 
The answer is (c0 + c1) * c2.","{'c0': 2.0, 'c1': 5.0, 'c2': 3.0}",21,['answer = (c0 + c1) * c2'],1
214," Paul was collecting cans for recycling. On Saturday he filled c0 bags up and on Sunday he filled c1 more bags. If each bag had c2 cans in it, how many cans did he pick up total? ",72,"On Saturday, Paul filled c0 bags with c2 cans in each bag, so he collected c0 x c2 cans. 
On Sunday, he filled c1 more bags with c2 cans in each bag, so he collected c1 x c2 cans. 
Therefore, the total number of cans he collected is: 
c0 x c2 + c1 x c2 = (c0 + c1) x c2. 
The answer is (c0 + c1) x c2.","{'c0': 6.0, 'c1': 3.0, 'c2': 8.0}",72,"['c2 =  (c0 + c1) x c2. ', 'answer = (c0 + c1) x c2']",1
215," While playing a trivia game, Adam answered c0 questions correct in the first half and c1 questions correct in the second half. If each question was worth c2 points, what was his final score? ",50,"Adam answered c0 + c1 questions correctly in total. Each question was worth c2 points, so his final score would be:
score = (c0 + c1) * c2
The answer is score.","{'c0': 5.0, 'c1': 5.0, 'c2': 5.0}",50,"['score =  (c0 + c1) * c2', 'answer = score']",1
216, Haley's favorite band was holding a concert where tickets were c0 dollars each. Haley bought c1 tickets for herself and her friends and c2 extra tickets in case anyone else wanted to go. How much did she spend? ,32,"Haley bought c1 tickets for herself and her friends, and c2 extra tickets. So she bought a total of c1 + c2 tickets. Each ticket costs c0 dollars, so the total cost is:
total_cost = (c1 + c2) * c0
The answer is total_cost.","{'c0': 4.0, 'c1': 3.0, 'c2': 5.0}",32,"['total_cost =  (c1 + c2) * c0', 'answer = total_cost']",1
217," Luke was putting his spare change into piles. He had c0 piles of quarters and c1 piles of dimes. If each pile had c2 coins in it, how many coins did he have total? ",30,"Luke had c0 piles of quarters, each with c2 coins, so he had c0*c2 quarters. 
He also had c1 piles of dimes, each with c2 coins, so he had c1*c2 dimes. 
Therefore, he had a total of c0*c2 + c1*c2 coins. 
Simplifying, we can factor out c2 to get c2*(c0+c1), so Luke had c2*(c0+c1) coins in total. 
The answer is c2*(c0+c1).","{'c0': 5.0, 'c1': 5.0, 'c2': 3.0}",30,['answer = c2*(c0+c1)'],1
218, Victor and his friend were buying trick decks from the magic shop for c0 dollars each. How much did they spend if Victor bought c1 decks and his friend bought c2 decks? ,64,"Victor bought c1 decks for c0 dollars each, so he spent c1*c0 dollars. 
His friend bought c2 decks for c0 dollars each, so he spent c2*c0 dollars. 
Together, they spent c1*c0 + c2*c0 = c0*(c1+c2) dollars. 
The answer is c0*(c1+c2).","{'c0': 8.0, 'c1': 6.0, 'c2': 2.0}",64,"['c2*c0 =  c0*(c1+c2) dollars. ', 'answer = c0*(c1+c2)']",1
219," Katie had c0 pages of math homework and c1 pages of reading homework. If each page had c2 problems on it, how many problems did she have to complete total? ",90,"Katie had c0 pages of math homework and c1 pages of reading homework, so she had to complete c0 + c1 pages in total. Each page had c2 problems on it, so the total number of problems she had to complete is (c0 + c1) x c2. The answer is (c0 + c1) x c2.","{'c0': 7.0, 'c1': 3.0, 'c2': 9.0}",90,"['Katie had c0 pages of math homework and c1 pages of reading homework, so she had to complete c0 + c1 pages in total']",1
220," Faye was playing a video game where she scores c0 points for each treasure she finds. If she found c1 treasures on the first level and c2 on the second, what would her score be? ",56,"Faye scored c0 points for each treasure she found. So her score for the first level would be c0 multiplied by the number of treasures she found, which is c1. Similarly, her score for the second level would be c0 multiplied by the number of treasures she found, which is c2. Therefore, her total score would be the sum of her scores for both levels:
total score = (c0 x c1) + (c0 x c2)
The answer is total score.","{'c0': 7.0, 'c1': 2.0, 'c2': 6.0}",56,"['score =  (c0 x c1) + (c0 x c2)', 'answer = total score']",1
221," Gwen was organizing her book case making sure each of the shelves had exactly c0 books on it. If she had c1 shelves of mystery books and c2 shelves of picture books, how many books did she have total? ",72,"If each shelf has c0 books and she has c1 shelves of mystery books, then she has c0 x c1 mystery books. Similarly, if she has c2 shelves of picture books, then she has c0 x c2 picture books. Therefore, the total number of books she has is:
total_books = (c0 x c1) + (c0 x c2)
The answer is total_books.","{'c0': 9.0, 'c1': 3.0, 'c2': 5.0}",72,"['total_books =  (c0 x c1) + (c0 x c2)', 'answer = total_books']",1
222," There were c0 friends playing a video game online when c1 more players joined the game. If each player had c2 lives, how many lives did they have total? ",24,"There were c0 friends playing the game originally. Then c1 more players joined, so there were a total of c0 + c1 players. Each player had c2 lives, so the total number of lives would be:
total_lives = (c0 + c1) * c2
The answer is total_lives.","{'c0': 2.0, 'c1': 2.0, 'c2': 6.0}",24,"['total_lives =  (c0 + c1) * c2', 'answer = total_lives']",1
223," Wendy bought c0 new chairs and c1 new tables for her house. If she spent c2 minutes on each piece furniture putting it together, how many minutes did it take her to finish? ",48,"Wendy bought c0 new chairs and c1 new tables, so she had to put together c0 + c1 pieces of furniture. She spent c2 minutes on each piece, so the total time it took her to finish is:
total_time = (c0 + c1) * c2
The answer is total_time.","{'c0': 4.0, 'c1': 4.0, 'c2': 6.0}",48,"['total_time =  (c0 + c1) * c2', 'answer = total_time']",1
224," April's discount flowers was having a sale where each flower was c0 dollars. If Zoe bought c1 roses and c2 daisies, how much did she spend? ",30,"Zoe bought c1 roses and c2 daisies, so the total number of flowers she bought is c1 + c2. Each flower costs c0 dollars, so the total cost of all the flowers is (c1 + c2) * c0. Therefore, Zoe spent (c1 + c2) * c0 dollars.","{'c0': 3.0, 'c1': 8.0, 'c2': 2.0}",30,[],1
225, Paige was unboxing some of her old winter clothes. She found c0 boxes of clothing and inside each box there were c1 scarves and c2 mittens. How many pieces of winter clothing did Paige have total? ,60,"To find the total number of winter clothing pieces, we need to multiply the number of boxes by the number of scarves and mittens in each box and then add them together. 
total_pieces = c0 * (c1 + c2)
The answer is total_pieces.","{'c0': 6.0, 'c1': 5.0, 'c2': 5.0}",60,"['total_pieces =  c0 * (c1 + c2)', 'answer = total_pieces']",1
226," Sam was collecting cans for recycling. On Saturday he filled c0 bags up and on Sunday he filled c1 more bags. If each bag had c2 cans in it, how many cans did he pick up total? ",42,"On Saturday, Sam filled c0 bags with c2 cans in each bag, so he collected c0 x c2 cans. 
On Sunday, he filled c1 more bags with c2 cans in each bag, so he collected c1 x c2 cans. 
To find the total number of cans he collected, we add the cans from Saturday and Sunday: 
total_cans = (c0 x c2) + (c1 x c2) 
The answer is total_cans.","{'c0': 4.0, 'c1': 3.0, 'c2': 6.0}",42,"['total_cans =  (c0 x c2) + (c1 x c2) ', 'answer = total_cans']",1
227, George was working as a sacker at a grocery store where he made c0 dollars an hour. On Monday he worked c1 hours and on Tuesday he worked c2 hours. How much money did George make in those two days? ,45,"On Monday, George made c0 * c1 dollars. 
On Tuesday, George made c0 * c2 dollars. 
To find the total amount of money George made, we add these two amounts: 
total_money = c0 * c1 + c0 * c2 
Simplifying, we can factor out c0: 
total_money = c0 * (c1 + c2) 
The answer is total_money.","{'c0': 5.0, 'c1': 7.0, 'c2': 2.0}",45,"['total_money =  c0 * c1 + c0 * c2 ', 'total_money =  c0 * (c1 + c2) ', 'answer = total_money']",1
228," While playing a trivia game, Frank answered c0 questions correct in the first half and c1 questions correct in the second half. If each question was worth c2 points, what was his final score? ",15,"Frank answered c0 + c1 questions correctly in total. Each question was worth c2 points, so his final score would be:
score = (c0 + c1) * c2
The answer is score.","{'c0': 3.0, 'c1': 2.0, 'c2': 3.0}",15,"['score =  (c0 + c1) * c2', 'answer = score']",1
229, Edward and his friend were buying trick decks from the magic shop for c0 dollars each. How much did they spend if Edward bought c1 decks and his friend bought c2 decks? ,72,"Edward bought c1 decks for c0 dollars each, so he spent c1*c0 dollars. 
His friend bought c2 decks for c0 dollars each, so he spent c2*c0 dollars. 
Together, they spent c1*c0 + c2*c0 = (c1+c2)*c0 dollars. 
The answer is (c1+c2)*c0.","{'c0': 9.0, 'c1': 4.0, 'c2': 4.0}",72,"['c2*c0 =  (c1+c2)*c0 dollars. ', 'answer = (c1+c2)*c0']",1
230, Tom and his friend were buying trick decks from the magic shop for c0 dollars each. How much did they spend if Tom bought c1 decks and his friend bought c2 decks? ,64,"Tom bought c1 decks for c0 dollars each, so he spent c1*c0 dollars. 
His friend bought c2 decks for c0 dollars each, so he spent c2*c0 dollars. 
Together, they spent c1*c0 + c2*c0 = (c1+c2)*c0 dollars. 
The answer is (c1+c2)*c0.","{'c0': 8.0, 'c1': 3.0, 'c2': 5.0}",64,"['c2*c0 =  (c1+c2)*c0 dollars. ', 'answer = (c1+c2)*c0']",1
231," While shopping for music online, Megan bought c0 country albums and c1 pop albums. Each album came with a lyric sheet and had c2 songs. How many songs did Megan buy total? ",70,"Megan bought c0 country albums, each with c2 songs, so she bought c0 x c2 country songs. She also bought c1 pop albums, each with c2 songs, so she bought c1 x c2 pop songs. To find the total number of songs she bought, we add the number of country songs and pop songs: 
total_songs = (c0 x c2) + (c1 x c2)
The answer is total_songs.","{'c0': 2.0, 'c1': 8.0, 'c2': 7.0}",70,"['total_songs =  (c0 x c2) + (c1 x c2)', 'answer = total_songs']",1
232, Victor was working as a sacker at a grocery store where he made c0 dollars an hour. On Monday he worked c1 hours and on Tuesday he worked c2 hours. How much money did Victor make in those two days? ,60,"On Monday, Victor made c0 * c1 dollars. 
On Tuesday, Victor made c0 * c2 dollars. 
To find the total amount of money Victor made, we add these two amounts: 
total_money = c0 * c1 + c0 * c2 
We can factor out c0 to simplify: 
total_money = c0 * (c1 + c2) 
The answer is total_money.","{'c0': 6.0, 'c1': 5.0, 'c2': 5.0}",60,"['total_money =  c0 * c1 + c0 * c2 ', 'total_money =  c0 * (c1 + c2) ', 'answer = total_money']",1
