,question,answer,response,tokens,logprobs,mapping,response_answer
125, In fourth grade there were 40 students at the start of the year. During the year 14 students left and 26 new students came to school. How many students were in fourth grade at the end? ,52.0, 40 students were at the start of the year. 14 students left and 26 new students came to school. 40 - 14 + 26 = 52. The answer is 52.,"[' 40', ' students', ' were', ' at', ' the', ' start', ' of', ' the', ' year', '.', ' 14', ' students', ' left', ' and', ' 26', ' new', ' students', ' came', ' to', ' school', '.', ' 40', ' -', ' 14', ' +', ' 26', ' =', ' 52', '.', ' The', ' answer', ' is', ' 52', '.']","[-1.4210799, -0.16797255, -0.54650486, -0.40044959999999996, -0.0015741593, -0.1952079, -0.010094599000000001, -0.06494368, -0.008991268, -0.12604043, -0.17693064, -0.24482109000000002, -0.0024740468, -0.7333187, -0.13105796, -0.30453172, -0.0014808546, -0.03470892, -0.4882607, -0.008883198, -0.042643882, -1.0050042, -0.5548058, -0.032063063, -0.060428199999999994, -0.0022535832, -0.35820454, -0.004437955, -0.43030086, -0.14288022, -0.00019380586999999998, -0.00021944041999999997, -0.00034238214999999996, -0.025594555]",,52.0
126," Wendy was playing a video game and had 43 lives. In a hard part of the game she lost 8 lives. If she got 39 more lives in the next level, how many lives would she have? ",74.0," Wendy had 43 lives. She lost 8 lives. So she had 43 - 8 = 35 lives. If she got 39 more lives in the next level, she would have 35 + 39 = 74 lives.","[' Wendy', ' had', ' 43', ' lives', '.', ' She', ' lost', ' 8', ' lives', '.', ' So', ' she', ' had', ' 43', ' -', ' 8', ' =', ' 35', ' lives', '.', ' If', ' she', ' got', ' 39', ' more', ' lives', ' in', ' the', ' next', ' level', ',', ' she', ' would', ' have', ' 35', ' +', ' 39', ' =', ' 74', ' lives', '.']","[-0.44966259999999997, -0.71967894, -0.0030953097000000003, -0.0006936328000000001, -0.30957317, -0.8207257, -0.32954016, -4.2511267000000004e-05, -0.14466146, -0.3957248, -0.26171812, -0.004168516000000001, -0.26322353, -0.00037803581999999996, -0.037364430000000004, -0.0005515051, -0.15912223, -0.00020620546, -0.053898163000000006, -0.07665443400000001, -0.75026804, -0.0040228427, -0.09912848, -0.00030130113, -0.117278926, -0.048008602000000004, -0.6748938600000001, -0.00039556794, -0.0022414578, -0.00024990342, -0.0049211057, -0.14661594, -0.028855897000000002, -0.0019879565, -0.06056845600000001, -0.0004352194, -0.0011814777, -0.010306977, -7.481963e-05, -0.06156198, -0.02493051]",,74.0
127," A book store had 4 books in the bargin bin. If they sold 3 books, but then put 10 more in the bin, how many books would be in the bin? ",11.0," There were 4 books in the bin. They sold 3, so there are 4-3=1 book left. They then put 10 more in, so there are 1+10=11 books in the bin.","[' There', ' were', ' 4', ' books', ' in', ' the', ' bin', '.', ' They', ' sold', ' 3', ',', ' so', ' there', ' are', ' 4', '-', '3', '=', '1', ' book', ' left', '.', ' They', ' then', ' put', ' 10', ' more', ' in', ',', ' so', ' there', ' are', ' 1', '+', '10', '=', '11', ' books', ' in', ' the', ' bin', '.']","[-0.68584037, -0.23615657, -0.6465955, -0.024371095000000002, -0.44650114, -0.00034059118, -0.77854466, -0.8820623999999999, -0.7808575, -0.0039783167, -0.009057549, -0.97098756, -0.19588368, -0.32264265000000003, -0.39667985, -0.22319494, -0.62074125, -0.0005597361599999999, -0.1416625, -0.031083934, -0.50358146, -0.23851839, -0.24193062, -0.65225554, -0.68284225, -0.0042058057, -0.0035388705, -0.0020468447, -0.020008352, -0.30803959999999997, -0.00789042, -0.15373848, -0.0421753, -0.023073133000000003, -9.198663e-05, -1.8841804e-07, -0.0017061626, -0.024315827, -0.0065470655, -0.051040083, -0.009912963, -0.019385614000000002, -0.24292436]",,11.0
128," At the arcade Cody won 49 tickets. If he spent 25 tickets on a beanie and later won 6 more tickets, how many would he have? ",30.0, Cody had 49 tickets. He spent 25 tickets on a beanie. So he had 49 - 25 = 24 tickets. Then he won 6 more tickets. So he had 24 + 6 = 30 tickets. The answer is 30.,"[' Cody', ' had', ' 49', ' tickets', '.', ' He', ' spent', ' 25', ' tickets', ' on', ' a', ' bean', 'ie', '.', ' So', ' he', ' had', ' 49', ' -', ' 25', ' =', ' 24', ' tickets', '.', ' Then', ' he', ' won', ' 6', ' more', ' tickets', '.', ' So', ' he', ' had', ' 24', ' +', ' 6', ' =', ' 30', ' tickets', '.', ' The', ' answer', ' is', ' 30', '.']","[-1.4774861, -0.80779475, -0.01716446, -0.0023305310000000003, -0.42714715000000003, -0.19108428, -0.05512456, -0.00012310104, -0.3200336, -0.26472288, -0.078653894, -0.0007845383, -3.076318e-07, -0.33923358000000003, -0.3155941, -0.14278823000000002, -0.094371, -0.00025300472, -0.020344136000000002, -0.0008128715, -0.031275727, -5.157113e-05, -0.08044978, -0.70644957, -0.53207517, -0.0027960476, -9.628002000000001e-05, -0.0023791653, -0.09703189, -0.5283371, -0.107857145, -0.07656017, -0.2010465, -0.054958362000000004, -0.0008202699000000001, -0.00022003835, -7.4460135e-05, -0.0018887027000000002, -0.0002048951, -0.018588247000000002, -0.12714812, -0.6951708999999999, -4.4896380000000005e-05, -2.5941252000000004e-05, -0.00012655997, -0.035853364000000006]",,30.0
129," For the school bake sale Bianca made 14 cupcakes. If she sold 6 of them and then made 17 more, how many cupcakes would she have? ",25.0," Bianca made 14 cupcakes. If she sold 6 of them, she would have 14 - 6 = 8 cupcakes left. If she then made 17 more, she would have 8 + 17 = 25 cupcakes.","[' Bian', 'ca', ' made', ' 14', ' cup', 'cakes', '.', ' If', ' she', ' sold', ' 6', ' of', ' them', ',', ' she', ' would', ' have', ' 14', ' -', ' 6', ' =', ' 8', ' cup', 'cakes', ' left', '.', ' If', ' she', ' then', ' made', ' 17', ' more', ',', ' she', ' would', ' have', ' 8', ' +', ' 17', ' =', ' 25', ' cup', 'cakes', '.']","[-0.6733578, -4.3586017000000006e-05, -1.2539909, -0.007432997, -0.0007957505000000001, -2.4510746e-05, -0.47943693, -0.7618580500000001, -0.011518124000000001, -0.0028195963000000003, -0.008157135000000001, -0.471725, -0.0044375965, -0.3840095, -0.18749376, -0.0075212726, -0.0786882, -0.0062684803, -0.46428072000000004, -0.0009525915399999999, -0.07081016, -5.729314600000001e-05, -0.15807205, -1.2468796e-05, -0.23932448, -0.0040800557, -0.1582119, -0.00029784034, -0.34629664, -0.00015589186999999998, -5.8130416000000005e-05, -0.0009639266, -0.14648509, -0.003936609000000001, -0.0004071359, -0.0020911049, -0.0017549442, -0.0006360766000000001, -3.7863996000000004e-05, -0.000524134, -0.00015255497, -0.0026557713, -1.9980816e-05, -0.45885499999999996]",,25.0
130," Bianca had 45 coloring books. If she gave away 6 of them, but then bought 20 more, how many would she have total? ",59.0," Bianca had 45 coloring books. If she gave away 6 of them, she would have 45 - 6 = 39. If she then bought 20 more, she would have 39 + 20 = 59. The answer is 59.","[' Bian', 'ca', ' had', ' 45', ' coloring', ' books', '.', ' If', ' she', ' gave', ' away', ' 6', ' of', ' them', ',', ' she', ' would', ' have', ' 45', ' -', ' 6', ' =', ' 39', '.', ' If', ' she', ' then', ' bought', ' 20', ' more', ',', ' she', ' would', ' have', ' 39', ' +', ' 20', ' =', ' 59', '.', ' The', ' answer', ' is', ' 59', '.']","[-0.13818229999999998, -8.876706000000002e-05, -0.62712175, -0.0020248052000000002, -0.008275945, -0.00039532954999999995, -0.26026335, -0.5009255, -0.00017997578999999998, -0.00039807137, -0.008310325, -0.0012379910000000001, -0.5272323999999999, -0.0013988401, -0.0029631827, -0.3401752, -0.011202707000000001, -0.01006642, -0.0006837318699999999, -0.13361399999999998, -0.00039306177999999997, -0.035218343, -0.0007459447, -0.6548068, -0.626926, -0.004535369, -0.6967097, -0.00027804603, -1.5006569e-06, -0.025302058000000002, -0.012697533, -0.023205016000000002, -0.0009988885, -0.0005306933299999999, -0.002920859, -0.0001668619, -4.2033495e-05, -0.0005716645, -0.00028055036, -0.07257813, -0.06424183, -0.00022230238999999997, -0.00035740711999999997, -0.00016519109, -0.0015357721]",,59.0
131," Zoe had 15 songs on her mp3 player. If she deleted 8 old songs from it and then added 50 new songs, how many songs does she have on her mp3 player? ",57.0," Zoe had 15 songs on her mp3 player. If she deleted 8 old songs, she would have 15 - 8 = 7 songs. If she then added 50 new songs, she would have 7 + 50 = 57 songs.","[' Zoe', ' had', ' 15', ' songs', ' on', ' her', ' mp', '3', ' player', '.', ' If', ' she', ' deleted', ' 8', ' old', ' songs', ',', ' she', ' would', ' have', ' 15', ' -', ' 8', ' =', ' 7', ' songs', '.', ' If', ' she', ' then', ' added', ' 50', ' new', ' songs', ',', ' she', ' would', ' have', ' 7', ' +', ' 50', ' =', ' 57', ' songs', '.']","[-0.14011115, -0.3947846, -0.048794594000000004, -0.006534766, -0.88905567, -3.965026e-05, -0.018312966, -2.7611111e-05, -0.0028604832, -0.045575503, -0.521483, -0.00042937536, -0.0036868663, -1.4854846000000001e-05, -0.18788077, -0.00011082348, -0.6259777999999999, -0.25660244, -0.050181028, -0.011697036000000001, -0.0013942443, -0.06882925, -0.00011559276999999999, -0.026365703, -0.0003417842, -0.08137625500000001, -0.6955623999999999, -0.11112071600000001, -3.595572e-05, -0.32245964, -0.0016139206, -1.1991961000000001e-05, -0.061041113, -0.00015016893, -0.00013228387, -0.006350237000000001, -0.00027303833999999997, -0.00020084012, -0.09360489999999999, -3.7743856e-05, -1.7119806e-05, -0.0018070722000000001, -0.00026576474, -0.0015143428, -0.52281314]",,57.0
132," At the arcade Jerry won 4 tickets. If he spent 2 tickets on a beanie and later won 47 more tickets, how many would he have? ",49.0, Jerry had 4 tickets. He spent 2 tickets on a beanie. So he had 4 - 2 = 2 tickets left. Then he won 47 more tickets. So he had 2 + 47 = 49 tickets. The answer is 49.,"[' Jerry', ' had', ' 4', ' tickets', '.', ' He', ' spent', ' 2', ' tickets', ' on', ' a', ' bean', 'ie', '.', ' So', ' he', ' had', ' 4', ' -', ' 2', ' =', ' 2', ' tickets', ' left', '.', ' Then', ' he', ' won', ' 47', ' more', ' tickets', '.', ' So', ' he', ' had', ' 2', ' +', ' 47', ' =', ' 49', ' tickets', '.', ' The', ' answer', ' is', ' 49', '.']","[-0.27739236, -0.7368224, -0.015284851, -0.004521479, -0.7478988999999999, -0.34200245, -0.22329357, -0.016218256, -0.36941993, -0.4279864, -0.006859334000000001, -0.0004110726, -1.8841804e-07, -0.32030955, -0.5458366, -0.20908552, -0.14104591, -0.00033451060000000004, -0.031845399999999996, -0.00031668, -0.0029789659, -0.00022182554999999998, -0.08211006, -0.46029475000000003, -0.0038910129, -0.3989179, -0.0049989168, -0.00011559276999999999, -3.595572e-05, -0.15644592000000002, -0.30685234, -0.014749315, -0.16046268, -0.33466434, -0.038169183, -0.07464769, -0.00010617528499999999, -9.174727000000002e-05, -0.0039774785, -5.419465700000001e-05, -0.03201604, -0.47774609999999995, -0.27491596, -5.5983720000000005e-05, -1.8907942e-05, -0.00021562481999999998, -0.023763957000000002]",,49.0
133, A store had 31 oranges in a bin. If they threw away 9 of the old ones and put 38 new ones in the bin how many would be in the bin? ,60.0, The store had 31 oranges in the bin. They threw away 9 of the old ones and put 38 new ones in the bin. So they would have 31 - 9 + 38 = 60 oranges in the bin.,"[' The', ' store', ' had', ' 31', ' oranges', ' in', ' the', ' bin', '.', ' They', ' threw', ' away', ' 9', ' of', ' the', ' old', ' ones', ' and', ' put', ' 38', ' new', ' ones', ' in', ' the', ' bin', '.', ' So', ' they', ' would', ' have', ' 31', ' -', ' 9', ' +', ' 38', ' =', ' 60', ' oranges', ' in', ' the', ' bin', '.']","[-1.0995672, -0.07565901, -0.29408944, -0.007582531000000001, -0.0014517255, -0.70052755, -0.22306456, -0.0015041932, -0.51514655, -0.6277663, -0.028608445000000003, -0.16037079999999998, -0.000101643476, -0.5722870999999999, -0.44544935, -0.005715561, -0.08372498, -0.7413780999999999, -0.018885164000000003, -0.6081453, -0.0043707835, -0.0014653959, -0.010428638, -0.1672864, -0.0005982039, -0.08377178, -0.39935508000000003, -0.8000155, -0.4508582, -0.0010905985, -0.15406404, -0.24596183, -0.00022385396999999999, -0.0022727, -0.0027188843, -0.34275824, -0.009970092, -0.41326696, -0.08814369, -0.0031928916, -0.0011462107, -0.0034396974]",,60.0
134," Adam had 33 books. If he sold 11 of them and used the money he earned to buy 23 new books, how many books would Adam have? ",45.0," Adam had 33 books. If he sold 11 of them, he would have 33 - 11 = 22 books. If he used the money he earned to buy 23 new books, he would have 22 + 23 = 45 books.","[' Adam', ' had', ' 33', ' books', '.', ' If', ' he', ' sold', ' 11', ' of', ' them', ',', ' he', ' would', ' have', ' 33', ' -', ' 11', ' =', ' 22', ' books', '.', ' If', ' he', ' used', ' the', ' money', ' he', ' earned', ' to', ' buy', ' 23', ' new', ' books', ',', ' he', ' would', ' have', ' 22', ' +', ' 23', ' =', ' 45', ' books', '.']","[-0.36984605, -0.72326857, -0.0017481962, -0.0007135575, -0.24674878, -0.82768476, -0.009223087000000001, -0.0018368678000000001, -0.0001856978, -0.3378912, -0.009739065, -0.37287244, -0.29774192, -0.005483596, -0.11509766, -0.06336438, -0.16033939, -0.00045692568999999996, -0.11397671000000001, -0.00019797910999999998, -0.31153917000000003, -0.32364112, -0.7399722999999999, -0.0008594623000000001, -0.70131147, -0.06109097200000001, -0.00037887125, -0.16996199, -0.0022231156, -0.23699569999999998, -0.00010080994999999999, -0.00013931624, -0.07717216, -7.887273400000001e-05, -0.00018224075, -0.19996984, -0.0018207474, -0.02839736, -0.08511833, -7.2672e-05, -3.2973632e-05, -0.0007656874000000001, -1.855031e-05, -0.0017330906, -0.10888355]",,45.0
135," At the fair there were 10 people in line for the bumper cars. If 2 of them got tired of waiting and left and 2 more got in line, how many people would be in line? ",10.0, There were 10 people in line for the bumper cars. 2 people left and 2 more got in line. So 10 - 2 + 2 = 10. The answer is 10.,"[' There', ' were', ' 10', ' people', ' in', ' line', ' for', ' the', ' bumper', ' cars', '.', ' 2', ' people', ' left', ' and', ' 2', ' more', ' got', ' in', ' line', '.', ' So', ' 10', ' -', ' 2', ' +', ' 2', ' =', ' 10', '.', ' The', ' answer', ' is', ' 10', '.']","[-0.7356018999999999, -0.19968539999999999, -0.5538476, -0.0015088517, -0.38013247, -0.0049795676, -0.7700174999999999, -0.06500055, -0.00010736548999999999, -0.00033665728, -0.059736370000000004, -0.40972233, -0.5393716, -0.078709796, -0.09445059, -0.0014707642000000001, -0.31192693, -0.22168821, -0.0008567187, -0.0040099747, -0.031074097000000002, -0.43758189999999997, -1.1826501999999999, -0.0060841194, -0.00047762014, -4.0009756000000004e-05, -3.5835580000000005e-05, -0.18581474, -9.103483000000001e-05, -0.016732762, -0.0039145243000000005, -9.3535404e-05, -0.00014432582, -0.00055901904, -0.0072472226]",,10.0
136," The school cafeteria had 38 apples. If they used 20 to make lunch for the students and then bought 28 more, how many apples would they have? ",46.0, The school cafeteria had 38 apples. They used 20 to make lunch for the students. They bought 28 more. So they have 38 + 28 = 66 apples.,"[' The', ' school', ' cafeteria', ' had', ' 38', ' apples', '.', ' They', ' used', ' 20', ' to', ' make', ' lunch', ' for', ' the', ' students', '.', ' They', ' bought', ' 28', ' more', '.', ' So', ' they', ' have', ' 38', ' +', ' 28', ' =', ' 66', ' apples', '.']","[-0.36619368, -0.027612021, -0.05942403500000001, -0.5881618, -0.0008876810000000001, -0.0005315287, -0.2596583, -0.6414936, -0.014552136, -0.00020537194, -1.0381949, -8.296486e-06, -5.347752800000001e-05, -0.49025404, -0.029691517, -0.00019905198, -0.5270632, -0.5551808, -0.03256454, -0.00021872611, -0.0029735246, -0.026630968, -0.28872174, -0.0884794, -0.74896395, -0.0366569, -0.29432455, -0.0024050954, -0.11617783, -0.0002113333, -0.078250766, -0.138661]",,66.0
137," George had 28 socks. If he threw away 4 old ones that didn't fit and bought 36 new ones, how many socks would he have? ",60.0, George had 28 socks. He threw away 4 old ones that didn't fit. So he has 28 - 4 = 24 socks. He bought 36 new ones. So he has 24 + 36 = 60 socks. The answer is 60.,"[' George', ' had', ' 28', ' socks', '.', ' He', ' threw', ' away', ' 4', ' old', ' ones', ' that', ' didn', ""'t"", ' fit', '.', ' So', ' he', ' has', ' 28', ' -', ' 4', ' =', ' 24', ' socks', '.', ' He', ' bought', ' 36', ' new', ' ones', '.', ' So', ' he', ' has', ' 24', ' +', ' 36', ' =', ' 60', ' socks', '.', ' The', ' answer', ' is', ' 60', '.']","[-0.16932435, -0.540532, -0.043031845000000006, -0.0049959817, -0.5620242, -0.7665514999999999, -0.10571258, -0.072853886, -0.025302365, -0.6843338, -0.095298566, -0.9096148, -0.0066032223, -0.00052818906, -0.0009611830000000001, -0.815865, -0.35699528, -0.10602765500000001, -0.71433187, -0.006345618000000001, -0.026904076000000002, -0.0018428995, -0.062048238000000006, -0.0007421263000000001, -0.3350511, -0.30671003, -0.31960982, -0.024683053, -0.0014063595, -0.049804874000000006, -0.1789826, -0.06482787, -0.034572117, -0.06519674, -0.010577655, -0.2082533, -0.00035764647, -6.850158000000001e-05, -0.02191343, -0.00033963654999999996, -0.016011642, -0.2523053, -0.40102357, -9.222505000000001e-05, -6.087316000000001e-05, -5.2765092e-05, -0.08699553]",,60.0
